timestamp,route_id,hour,congestion_level,avg_speed_kmh,traffic_volume,delay_minutes
2026-03-13 23:53,RTE-0022,23,severe,20.7,3236,25
2024-10-15 13:53,RTE-0466,13,medium,178.3,2211,0
2025-07-13 04:53,RTE-0691,4,low,133.0,3511,0
2024-04-30 03:53,RTE-0467,3,blocked,43.7,420,0
2026-01-06 08:53,RTE-0640,8,blocked,142.0,1441,0
2025-03-14 02:53,RTE-0583,2,low,58.6,5279,0
2024-05-09 15:53,RTE-0536,15,medium,62.1,574,0
2024-11-11 14:53,RTE-0381,14,high,56.3,4969,1
2025-08-22 22:53,RTE-0145,22,severe,164.6,2507,35
2025-10-28 08:53,RTE-0180,8,severe,51.5,5638,13
2024-09-28 18:53,RTE-0679,18,blocked,169.4,4831,0
2025-08-03 05:53,RTE-0495,5,low,56.6,1154,0
2025-05-02 17:53,RTE-0100,17,blocked,47.3,4141,0
2024-12-22 10:53,RTE-0683,10,severe,73.5,6500,12
2025-06-16 00:53,RTE-0509,0,light,138.3,2417,0
2024-10-15 08:53,RTE-0992,8,light,141.7,2553,0
2025-08-15 09:53,RTE-0875,9,medium,144.7,7344,0
2024-05-14 19:53,RTE-0433,19,heavy,,1808,58
2026-03-01 04:53,RTE-0340,4,low,44.4,6557,0
2025-09-27 12:53,RTE-0737,12,severe,93.9,5756,42
2026-03-16 20:53,RTE-0189,20,light,31.8,411,0
2025-01-27 19:53,RTE-0786,19,light,112.0,3665,0
2025-02-18 20:53,RTE-0130,20,severe,82.0,6879,55
2024-04-22 10:53,RTE-0512,10,medium,115.4,4977,0
2024-10-06 17:53,RTE-0723,17,medium,120.4,2253,0
2026-01-12 00:53,RTE-0950,0,low,56.5,3428,0
2024-11-03 15:53,RTE-0372,15,severe,56.3,2252,16
2025-06-26 10:53,RTE-0628,10,severe,71.6,2638,39
2025-12-08 12:53,RTE-0327,12,low,159.4,1009,0
2024-09-10 16:53,RTE-0725,16,moderate,66.5,7632,0
2024-11-25 16:53,RTE-0937,16,high,160.1,2201,35
2024-12-30 23:53,RTE-0156,23,light,63.8,2395,0
2024-10-01 04:53,RTE-0513,4,blocked,104.5,3210,0
2025-01-31 14:53,RTE-0632,14,high,50.1,7607,48
2025-05-29 13:53,RTE-0227,13,medium,173.3,6433,0
2025-04-03 12:53,RTE-0420,12,blocked,23.6,1802,0
2024-10-31 01:53,RTE-0225,1,light,119.5,5016,0
2025-07-12 09:53,RTE-0688,9,blocked,78.0,3597,0
2024-10-05 05:53,RTE-0703,5,high,146.5,3646,6
2025-06-16 02:53,RTE-0874,2,blocked,177.4,3687,0
2024-07-19 04:53,RTE-0383,4,light,76.0,361,0
2025-02-27 05:53,RTE-0932,5,high,89.2,3313,10
2024-08-21 14:53,RTE-0131,14,high,114.2,5238,1
2025-07-29 20:53,RTE-0364,20,blocked,21.6,5898,0
2025-04-15 23:53,RTE-0252,23,heavy,176.2,4444,45
2025-10-29 07:53,RTE-0397,7,blocked,78.7,6056,0
2025-09-20 12:53,RTE-0064,12,heavy,,7294,21
2026-03-26 13:53,RTE-0835,13,moderate,168.7,3462,0
2026-01-09 09:53,RTE-0641,9,heavy,147.1,7233,48
2025-02-28 16:53,RTE-0228,16,light,134.8,5947,0
2024-09-27 21:53,RTE-0788,21,blocked,60.1,3939,0
2024-09-08 16:53,RTE-0341,16,light,89.0,4987,0
2024-11-16 20:53,RTE-0453,20,heavy,20.1,1155,34
2025-11-23 23:53,RTE-0512,23,severe,80.7,1654,37
2024-12-31 06:53,RTE-0031,6,light,61.7,170,0
2024-10-16 17:53,RTE-0345,17,moderate,,7508,0
2026-03-12 21:53,RTE-0008,21,heavy,156.7,2546,1
2025-06-12 23:53,RTE-0806,23,light,98.6,270,0
2025-07-20 02:53,RTE-0001,2,high,36.3,1101,55
2026-01-12 11:53,RTE-0749,11,blocked,140.1,7570,0
2025-07-24 23:53,RTE-0075,23,high,128.3,3098,7
2025-02-27 02:53,RTE-0263,2,moderate,,7381,0
2024-06-30 13:53,RTE-0728,13,low,78.9,5646,0
2024-08-13 20:53,RTE-0727,20,medium,106.9,7575,0
2024-09-12 02:53,RTE-0211,2,heavy,89.5,5125,12
2025-05-29 19:53,RTE-0313,19,moderate,120.9,5873,0
2025-12-19 15:53,RTE-0971,15,blocked,149.2,470,0
2024-12-23 20:53,RTE-0430,20,heavy,95.9,2495,37
2024-10-01 04:53,RTE-0925,4,high,158.6,6679,33
2025-05-05 03:53,RTE-0642,3,moderate,60.3,7482,0
2025-01-12 10:53,RTE-0937,10,high,30.8,1877,8
2024-09-29 16:53,RTE-0732,16,heavy,91.5,1849,2
2024-11-14 10:53,RTE-0763,10,blocked,152.3,5224,0
2025-06-12 10:53,RTE-0144,10,heavy,21.0,759,39
2024-12-30 01:53,RTE-0771,1,light,137.8,3407,0
2025-03-16 06:53,RTE-0388,6,medium,112.5,2638,0
2026-01-19 03:53,RTE-0406,3,heavy,38.5,7261,54
2025-12-06 17:53,RTE-0074,17,severe,116.5,3187,13
2026-03-15 21:53,RTE-0058,21,high,39.7,3589,33
2024-04-27 19:53,RTE-0383,19,severe,41.6,5736,25
2024-12-30 03:53,RTE-0415,3,medium,,3932,0
2026-01-26 04:53,RTE-0813,4,severe,22.2,2044,17
2025-02-06 16:53,RTE-0314,16,moderate,91.0,1152,0
2025-02-22 08:53,RTE-0585,8,high,111.7,693,57
2025-08-31 05:53,RTE-0019,5,high,49.3,2347,49
2025-03-21 14:53,RTE-0254,14,blocked,20.5,1731,0
2025-05-24 00:53,RTE-0470,0,light,77.9,6204,0
2024-08-30 23:53,RTE-0338,23,unknown,78.8,7435,0
2025-10-19 12:53,RTE-0371,12,low,65.5,1700,0
2025-11-08 05:53,RTE-0187,5,moderate,120.2,7294,0
2025-07-15 15:53,RTE-0516,15,heavy,135.3,4275,45
2024-06-11 06:53,RTE-0483,6,light,143.9,7582,0
2025-07-05 17:53,RTE-0050,17,light,135.5,1514,0
2025-02-02 02:53,RTE-0776,2,severe,153.2,3800,60
2024-10-07 23:53,RTE-0461,23,severe,122.0,1194,9
2025-09-15 07:53,RTE-0832,7,heavy,,5315,52
2025-11-19 14:53,RTE-0538,14,low,46.1,783,0
2024-04-28 06:53,RTE-0375,6,blocked,157.1,501,0
2026-02-04 11:53,RTE-0227,11,blocked,139.7,6159,0
2024-06-26 10:53,RTE-0960,10,light,111.2,4538,0
2025-02-05 18:53,RTE-0187,18,high,96.2,5945,17
2025-06-29 02:53,RTE-0057,2,severe,81.3,1799,41
2026-01-18 15:53,RTE-0997,15,severe,97.4,5467,17
2024-09-01 01:53,RTE-0135,1,moderate,178.4,1891,0
2025-08-22 07:53,RTE-0693,7,blocked,45.5,4094,0
2024-05-30 15:53,RTE-0763,15,light,36.0,2590,0
2025-10-02 09:53,RTE-0106,9,light,171.5,5208,0
2024-12-29 10:53,RTE-0081,10,low,,1810,0
2026-03-01 01:53,RTE-0378,1,low,97.5,5475,0
2025-01-08 03:53,RTE-0547,3,low,50.6,6792,0
2025-07-26 06:53,RTE-0715,6,high,144.1,4870,33
2025-10-04 17:53,RTE-0736,17,heavy,55.5,3728,20
2025-08-27 21:53,RTE-0633,21,heavy,98.6,6764,13
2026-03-21 13:53,RTE-0783,13,high,162.0,2729,6
2025-11-28 00:53,RTE-0344,0,severe,67.6,2769,21
2024-06-27 01:53,RTE-0189,1,unknown,65.3,6991,0
2024-11-14 14:53,RTE-0653,14,heavy,57.8,3445,9
2025-01-11 20:53,RTE-0301,20,heavy,45.5,7214,16
2024-07-14 13:53,RTE-0406,13,unknown,65.4,534,38
2025-04-09 15:53,RTE-0610,15,severe,139.3,7829,31
2024-06-24 23:53,RTE-0784,23,low,43.9,7820,0
2024-11-04 15:53,RTE-0468,15,high,57.8,7767,35
2025-01-24 05:53,RTE-0348,5,severe,26.8,1117,60
2025-11-14 06:53,RTE-0623,6,moderate,147.4,6436,0
2024-11-06 15:53,RTE-0058,15,severe,50.6,2193,56
2025-06-09 10:53,RTE-0373,10,severe,151.9,1267,1
2026-02-16 05:53,RTE-0649,5,medium,37.5,4268,0
2026-04-03 16:53,RTE-0053,16,medium,178.1,6608,0
2025-09-20 10:53,RTE-0051,10,moderate,79.4,431,0
2025-10-05 04:53,RTE-0290,4,low,65.2,2773,0
2024-07-28 00:53,RTE-0075,0,heavy,136.6,2183,51
2024-06-02 09:53,RTE-0504,9,heavy,164.9,5482,48
2025-10-22 13:53,RTE-0649,13,light,169.5,941,0
2025-06-19 22:53,RTE-0362,22,light,60.2,5840,0
2025-02-24 01:53,RTE-0289,1,moderate,147.4,119,0
2025-05-15 03:53,RTE-0873,3,light,134.8,7784,0
2024-04-20 10:53,RTE-0458,10,moderate,66.4,141,0
2024-09-28 11:53,RTE-0885,11,blocked,31.6,430,0
2025-09-18 21:53,RTE-0560,21,heavy,81.8,4373,33
2025-11-21 00:53,RTE-0990,0,severe,105.9,4376,21
2024-12-06 04:53,RTE-0354,4,blocked,34.2,6778,0
2025-08-19 01:53,RTE-0366,1,low,71.3,2649,0
2025-09-20 14:53,RTE-0462,14,severe,177.1,5740,44
2026-01-31 12:53,RTE-0540,12,light,105.3,2821,0
2024-04-18 05:53,RTE-0358,5,severe,30.0,704,2
2025-01-09 21:53,RTE-0315,21,medium,49.2,2438,0
2026-02-21 01:53,RTE-0820,1,medium,57.6,936,0
2025-09-15 12:53,RTE-0694,12,high,172.9,5613,46
2025-10-02 09:53,RTE-0530,9,medium,161.8,1187,0
2025-10-06 17:53,RTE-0438,17,heavy,131.4,2683,9
2026-03-01 06:53,RTE-0647,6,severe,83.8,4157,27
2024-05-17 04:53,RTE-0922,4,medium,139.1,4914,0
2024-09-26 23:53,RTE-0014,23,low,96.9,5111,0
2024-12-18 02:53,RTE-0245,2,light,171.2,1362,0
2025-04-12 18:53,RTE-0283,18,medium,67.9,5522,0
2026-03-16 17:53,RTE-0071,17,high,50.4,4214,13
2025-09-14 10:53,RTE-0169,10,medium,123.6,2205,0
2025-10-04 05:53,RTE-0945,5,high,22.0,4181,2
2024-07-01 11:53,RTE-0613,11,medium,96.8,2653,0
2026-04-12 00:53,RTE-0805,0,low,47.4,1983,0
2026-03-19 18:53,RTE-0039,18,high,79.1,7668,57
2026-01-31 23:53,RTE-0655,23,light,27.5,6809,0
2025-07-29 17:53,RTE-0130,17,high,22.3,7860,37
2025-01-20 12:53,RTE-0053,12,blocked,164.0,6862,0
2026-01-07 17:53,RTE-0271,17,moderate,141.6,2011,0
2024-11-24 08:53,RTE-0290,8,severe,72.7,525,22
2026-03-22 23:53,RTE-0157,23,high,37.0,4571,5
2025-07-26 09:53,RTE-0478,9,light,112.9,5190,0
2024-07-15 16:53,RTE-0810,16,light,137.9,7058,0
2024-12-19 17:53,RTE-0703,17,blocked,,3413,0
2024-07-12 19:53,RTE-0467,19,moderate,110.0,6874,0
2024-09-18 11:53,RTE-0880,11,blocked,114.4,993,0
2025-05-20 17:53,RTE-0176,17,low,172.1,166,0
2026-04-10 19:53,RTE-0360,19,medium,101.7,7642,0
2025-08-29 11:53,RTE-0529,11,high,28.5,5187,41
2025-03-01 18:53,RTE-0696,18,medium,,7684,0
2026-03-30 16:53,RTE-0143,16,severe,150.8,5288,4
2026-03-05 12:53,RTE-0342,12,high,52.0,843,13
2024-07-14 08:53,RTE-0805,8,medium,23.9,2726,0
2025-09-29 00:53,RTE-0872,0,low,78.5,275,0
2025-07-31 13:53,RTE-0827,13,severe,88.9,4484,4
2024-04-16 10:53,RTE-0849,10,high,39.4,3605,57
2024-12-28 00:53,RTE-0800,0,severe,100.1,5021,27
2025-12-08 16:53,RTE-0712,16,moderate,67.9,3541,0
2024-10-14 14:53,RTE-0749,14,moderate,20.3,7730,0
2025-05-16 18:53,RTE-0805,18,light,153.4,6394,0
2024-09-18 22:53,RTE-0627,22,moderate,178.0,4669,0
2024-11-28 07:53,RTE-0405,7,moderate,163.8,7642,0
2026-02-07 22:53,RTE-0881,22,severe,79.3,3985,35
2025-03-22 19:53,RTE-0848,19,blocked,84.2,6505,0
2025-06-15 00:53,RTE-0342,0,moderate,178.4,6525,0
2026-03-08 09:53,RTE-0508,9,moderate,131.1,6179,0
2026-03-22 21:53,RTE-0789,21,medium,150.2,1154,0
2024-07-17 17:53,RTE-0508,17,severe,70.2,930,4
2026-03-06 19:53,RTE-0754,19,blocked,46.6,3936,0
2025-02-10 05:53,RTE-0395,5,high,115.8,218,20
2026-04-10 21:53,RTE-0826,21,blocked,74.1,644,0
2026-04-14 08:53,RTE-0124,8,heavy,111.5,7759,32
2024-09-18 10:53,RTE-0686,10,medium,110.7,1838,0
2024-11-05 17:53,RTE-0993,17,heavy,29.0,1655,45
2026-01-31 13:53,RTE-0929,13,low,61.5,407,0
2025-08-10 11:53,RTE-0181,11,blocked,133.5,3769,0
2026-03-18 16:53,RTE-0538,16,light,166.9,7249,0
2025-03-23 02:53,RTE-0143,2,severe,162.7,7554,55
2025-01-27 03:53,RTE-0238,3,unknown,34.3,2734,24
2025-12-07 23:53,RTE-0346,23,severe,84.9,5357,41
2024-05-20 08:53,RTE-0164,8,high,106.5,3896,42
2024-11-28 02:53,RTE-0358,2,unknown,137.3,3186,43
2026-01-12 06:53,RTE-0002,6,light,,424,0
2025-12-09 13:53,RTE-0901,13,severe,137.2,5637,43
2025-01-04 02:53,RTE-0559,2,medium,118.8,4147,0
2024-09-28 14:53,RTE-0608,14,medium,173.6,3108,0
2024-08-25 17:53,RTE-0123,17,blocked,53.1,1512,0
2025-10-01 04:53,RTE-0620,4,low,176.4,4864,0
2025-11-03 00:53,RTE-0997,0,high,99.6,3620,45
2026-03-28 05:53,RTE-0440,5,light,28.8,5347,0
2024-04-29 19:53,RTE-0452,19,blocked,54.2,3440,0
2025-09-02 13:53,RTE-0845,13,unknown,61.5,1923,0
2024-06-26 12:53,RTE-0831,12,high,160.5,1140,48
2025-12-01 17:53,RTE-0304,17,severe,149.4,3734,37
2025-12-15 04:53,RTE-0475,4,heavy,109.9,3748,44
2025-03-14 21:53,RTE-0694,21,light,76.5,882,0
2026-03-10 19:53,RTE-0818,19,light,97.4,2058,0
2025-02-22 11:53,RTE-0036,11,high,79.1,3538,2
2025-09-15 13:53,RTE-0448,13,light,131.3,7290,0
2025-01-27 17:53,RTE-0940,17,high,94.0,274,41
2024-08-17 21:53,RTE-0307,21,heavy,78.1,6779,24
2025-05-29 14:53,RTE-0130,14,medium,31.8,222,0
2024-06-07 17:53,RTE-0651,17,moderate,47.0,5076,0
2025-08-06 06:53,RTE-0275,6,medium,154.5,3991,0
2025-09-26 12:53,RTE-0618,12,severe,132.2,5895,30
2024-05-24 14:53,RTE-0182,14,medium,88.5,3404,0
2026-03-02 20:53,RTE-0424,20,severe,104.3,4413,35
2026-02-11 19:53,RTE-0860,19,low,117.6,1698,0
2024-11-24 19:53,RTE-0300,19,high,122.7,7840,31
2024-10-07 05:53,RTE-0405,5,severe,155.2,7603,54
2024-05-17 11:53,RTE-0810,11,severe,143.8,7189,44
2025-06-26 10:53,RTE-0971,10,blocked,26.8,5467,0
2025-01-20 07:53,RTE-0229,7,medium,21.6,1223,0
2025-12-19 04:53,RTE-0111,4,high,133.1,3659,50
2024-06-14 01:53,RTE-0342,1,low,56.3,4939,0
2024-08-20 16:53,RTE-0296,16,moderate,107.3,7282,0
2024-10-28 12:53,RTE-0439,12,blocked,82.8,2600,0
2026-01-30 21:53,RTE-0661,21,low,,2440,0
2025-04-06 07:53,RTE-0155,7,light,45.6,6284,0
2026-04-12 19:53,RTE-0798,19,low,100.9,2692,0
2025-08-01 11:53,RTE-0345,11,high,157.9,3955,7
2024-05-30 05:53,RTE-0147,5,blocked,88.8,6298,0
2024-09-26 02:53,RTE-0413,2,blocked,72.0,6804,0
2025-06-18 15:53,RTE-0288,15,severe,130.1,1814,17
2024-04-29 22:53,RTE-0726,22,high,27.3,6624,27
2024-11-12 18:53,RTE-0312,18,severe,142.9,6628,14
2025-02-28 08:53,RTE-0547,8,low,106.5,510,0
2025-09-16 15:53,RTE-0446,15,heavy,26.7,2154,12
2024-05-18 19:53,RTE-0485,19,severe,33.5,7817,15
2024-10-09 04:53,RTE-0269,4,severe,70.3,746,29
2025-08-27 12:53,RTE-0417,12,low,122.8,1827,0
2024-06-21 00:53,RTE-0834,0,high,76.9,4363,8
2025-07-19 14:53,RTE-0629,14,moderate,168.4,1477,0
2024-04-18 22:53,RTE-0014,22,light,33.0,5393,0
2025-03-27 09:53,RTE-0136,9,heavy,170.1,1101,55
2026-03-11 13:53,RTE-0526,13,low,64.9,1609,0
2024-07-09 04:53,RTE-0485,4,light,104.4,1715,0
2026-03-22 12:53,RTE-0508,12,medium,142.1,4895,0
2025-08-29 11:53,RTE-0656,11,severe,115.5,2177,35
2026-03-17 09:53,RTE-0156,9,heavy,69.3,6003,44
2026-03-07 01:53,RTE-0068,1,blocked,149.9,4820,0
2024-09-11 12:53,RTE-0819,12,light,90.9,4505,0
2025-07-30 08:53,RTE-0256,8,heavy,167.3,6144,54
2025-10-07 22:53,RTE-0321,22,blocked,43.8,5742,0
2025-08-20 08:53,RTE-0242,8,low,165.9,436,0
2025-11-24 18:53,RTE-0016,18,light,78.3,7672,0
2025-11-18 07:53,RTE-0864,7,medium,58.9,3194,0
2024-10-13 11:53,RTE-0379,11,light,156.7,5895,0
2024-09-06 00:53,RTE-0041,0,high,34.9,3111,21
2024-10-19 08:53,RTE-0539,8,blocked,157.5,2842,0
2026-01-02 16:53,RTE-0829,16,low,,878,0
2025-08-26 04:53,RTE-0520,4,medium,34.7,6247,0
2025-09-30 04:53,RTE-0659,4,medium,57.3,4426,0
2024-09-14 06:53,RTE-0609,6,heavy,165.6,3895,58
2024-11-24 13:53,RTE-0566,13,low,112.6,4290,0
2024-12-11 09:53,RTE-0190,9,moderate,87.8,2870,0
2025-03-12 04:53,RTE-0329,4,high,78.5,7833,41
2024-05-18 10:53,RTE-0247,10,heavy,77.2,862,41
2026-01-31 16:53,RTE-0124,16,light,33.9,5453,0
2024-10-17 16:53,RTE-0942,16,light,125.8,2709,0
2025-12-22 03:53,RTE-0367,3,heavy,60.9,552,56
2024-11-07 16:53,RTE-0005,16,light,111.4,4384,0
2025-01-04 23:53,RTE-0146,23,blocked,71.4,4268,0
2025-01-19 21:53,RTE-0753,21,severe,104.7,6222,3
2025-09-19 23:53,RTE-0441,23,medium,53.1,5785,0
2024-08-14 17:53,RTE-0168,17,blocked,22.5,6385,0
2025-01-14 20:53,RTE-0050,20,medium,118.4,2305,0
2026-04-01 05:53,RTE-0712,5,moderate,53.4,7766,0
2025-09-03 04:53,RTE-0103,4,blocked,153.2,596,0
2026-03-28 23:53,RTE-0291,23,medium,60.6,2500,0
2025-01-12 18:53,RTE-0194,18,severe,27.3,1021,10
2026-02-13 03:53,RTE-0702,3,medium,89.8,754,0
2025-01-09 15:53,RTE-0540,15,medium,38.3,6381,0
2024-09-01 11:53,RTE-0169,11,severe,132.9,6973,12
2025-07-01 00:53,RTE-0183,0,high,52.2,295,36
2024-11-14 04:53,RTE-0861,4,blocked,136.2,172,0
2024-07-02 21:53,RTE-0682,21,severe,153.9,6063,36
2024-09-06 08:53,RTE-0033,8,light,34.2,1735,0
2026-01-19 05:53,RTE-0848,5,heavy,80.0,6260,20
2024-10-20 20:53,RTE-0018,20,blocked,79.2,3527,0
2025-06-24 23:53,RTE-0674,23,moderate,47.5,2324,0
2024-08-12 19:53,RTE-0704,19,severe,109.4,3283,9
2024-09-15 17:53,RTE-0252,17,light,177.2,3288,0
2025-07-16 02:53,RTE-0477,2,light,46.0,7765,0
2025-12-05 00:53,RTE-0845,0,blocked,22.9,2848,0
2024-11-10 01:53,RTE-0653,1,heavy,40.3,7608,33
2024-10-07 15:53,RTE-0843,15,low,65.5,7827,0
2025-06-24 19:53,RTE-0151,19,medium,111.6,143,0
2025-10-10 04:53,RTE-0989,4,light,174.2,5434,0
2025-08-08 08:53,RTE-0153,8,medium,150.9,5658,0
2025-10-10 22:53,RTE-0714,22,heavy,26.0,2021,33
2025-08-28 16:53,RTE-0588,16,light,161.5,2296,0
2024-08-13 00:53,RTE-0559,0,high,,6436,33
2025-05-26 00:53,RTE-0048,0,heavy,175.4,4197,37
2024-05-06 04:53,RTE-0055,4,high,152.7,7865,7
2025-12-31 13:53,RTE-0366,13,severe,50.0,5907,50
2026-02-01 15:53,RTE-0796,15,blocked,65.9,4870,0
2024-10-15 02:53,RTE-0987,2,blocked,111.3,4164,0
2025-10-01 05:53,RTE-0743,5,medium,34.9,5632,0
2026-01-17 21:53,RTE-0379,21,low,33.9,4131,0
2025-10-02 12:53,RTE-0844,12,heavy,,5875,55
2024-08-16 06:53,RTE-0367,6,medium,102.5,5529,0
2024-12-30 06:53,RTE-0657,6,light,85.3,1423,0
2025-03-13 18:53,RTE-0355,18,heavy,119.3,4390,55
2025-12-31 11:53,RTE-0779,11,low,95.1,191,0
2025-12-08 07:53,RTE-0526,7,medium,91.6,6261,0
2025-08-27 02:53,RTE-0144,2,severe,80.9,5482,12
2025-07-31 19:53,RTE-0182,19,medium,166.0,6067,0
2024-10-18 06:53,RTE-0963,6,severe,55.1,6184,8
2024-11-21 05:53,RTE-0409,5,severe,165.2,909,30
2025-11-21 15:53,RTE-0458,15,medium,69.0,144,0
2024-11-18 04:53,RTE-0719,4,low,119.5,718,0
2025-07-25 02:53,RTE-0841,2,medium,178.0,3677,0
2025-11-25 08:53,RTE-0802,8,heavy,79.1,7611,37
2025-08-18 07:53,RTE-0569,7,moderate,70.9,6346,0
2024-12-26 01:53,RTE-0699,1,high,120.7,5549,46
2025-08-17 07:53,RTE-0720,7,light,77.8,2493,0
2025-07-08 17:53,RTE-0831,17,medium,88.1,2429,0
2026-01-16 23:53,RTE-0109,23,high,160.1,456,0
2024-09-26 05:53,RTE-0788,5,light,107.9,4072,0
2024-10-02 05:53,RTE-0909,5,moderate,59.4,3522,0
2025-02-26 09:53,RTE-0395,9,severe,85.3,5396,32
2025-08-30 19:53,RTE-0631,19,low,109.7,6802,0
2026-03-27 11:53,RTE-0663,11,low,146.4,5170,0
2025-05-04 04:53,RTE-0364,4,heavy,144.9,6878,8
2024-05-31 06:53,RTE-0131,6,heavy,20.5,4276,0
2025-03-08 22:53,RTE-0865,22,severe,79.9,2004,55
2024-09-24 04:53,RTE-0307,4,blocked,161.8,5205,0
2025-01-14 03:53,RTE-0538,3,high,41.9,6477,38
2025-05-02 16:53,RTE-0824,16,unknown,132.1,6586,0
2025-12-30 08:53,RTE-0402,8,medium,97.7,708,0
2024-09-05 19:53,RTE-0326,19,low,139.6,3256,0
2025-02-09 03:53,RTE-0890,3,heavy,140.4,7489,29
2026-02-14 18:53,RTE-0675,18,medium,44.6,912,0
2025-01-01 16:53,RTE-0465,16,medium,177.9,301,0
2025-10-19 13:53,RTE-0794,13,medium,23.5,6082,0
2024-05-15 18:53,RTE-0619,18,low,51.3,451,0
2025-04-02 19:53,RTE-0193,19,moderate,30.2,1300,0
2025-04-27 12:53,RTE-0941,12,severe,63.8,4934,29
2024-09-29 05:53,RTE-0542,5,moderate,144.4,7077,0
2025-01-16 11:53,RTE-0737,11,severe,103.1,6132,20
2026-01-21 08:53,RTE-0079,8,heavy,119.8,6806,22
2025-10-12 05:53,RTE-0116,5,severe,67.9,6229,1
2024-09-24 02:53,RTE-0432,2,low,134.9,3143,0
2026-02-27 14:53,RTE-0530,14,severe,101.4,3942,21
2024-04-26 23:53,RTE-0879,23,low,67.1,7852,0
2024-05-16 10:53,RTE-0243,10,heavy,95.1,5332,48
2025-12-12 13:53,RTE-0758,13,unknown,173.4,3773,1
2024-12-17 20:53,RTE-0270,20,moderate,82.4,1711,0
2025-11-05 07:53,RTE-0228,7,high,99.5,1716,8
2025-06-18 17:53,RTE-0941,17,severe,,2711,32
2025-05-06 13:53,RTE-0638,13,blocked,72.4,7133,0
2026-01-01 04:53,RTE-0655,4,light,145.8,1512,0
2024-07-16 17:53,RTE-0021,17,severe,137.9,2738,57
2025-04-05 09:53,RTE-0329,9,light,,1613,0
2024-05-28 06:53,RTE-0246,6,light,160.2,7229,0
2025-02-25 11:53,RTE-0235,11,high,31.6,3741,31
2025-03-06 19:53,RTE-0439,19,high,169.0,4190,51
2025-03-15 10:53,RTE-0550,10,low,101.9,6031,0
2025-01-19 00:53,RTE-0563,0,light,179.0,3765,0
2025-06-12 16:53,RTE-0858,16,heavy,156.4,170,58
2026-04-01 13:53,RTE-0088,13,heavy,31.7,4498,3
2024-05-06 04:53,RTE-0550,4,blocked,93.1,4366,0
2025-04-03 10:53,RTE-0207,10,medium,138.3,6176,0
2024-08-07 00:53,RTE-0559,0,moderate,83.4,7990,0
2025-11-09 14:53,RTE-0019,14,blocked,80.3,7255,0
2025-12-11 23:53,RTE-0259,23,medium,34.5,6473,0
2025-11-21 11:53,RTE-0443,11,heavy,159.8,7794,40
2026-04-14 06:53,RTE-0838,6,severe,78.9,7621,35
2024-05-12 20:53,RTE-0529,20,moderate,165.7,6636,0
2025-08-01 19:53,RTE-0380,19,low,97.2,2423,0
2024-11-20 16:53,RTE-0936,16,severe,167.0,322,12
2024-05-21 11:53,RTE-0439,11,unknown,25.5,7977,0
2025-02-03 09:53,RTE-0280,9,severe,69.8,4253,50
2026-03-24 06:53,RTE-0035,6,severe,132.0,6180,28
2024-08-13 22:53,RTE-0542,22,moderate,139.3,5443,0
2026-03-28 21:53,RTE-0379,21,heavy,158.5,3159,19
2025-04-16 16:53,RTE-0188,16,severe,,6200,17
2025-06-07 07:53,RTE-0621,7,low,110.8,4544,0
2025-04-24 14:53,RTE-0449,14,light,167.5,1592,0
2025-02-01 23:53,RTE-0165,23,blocked,80.8,784,0
2024-11-11 07:53,RTE-0232,7,severe,134.3,392,36
2025-10-01 14:53,RTE-0089,14,high,22.9,6451,4
2026-04-10 22:53,RTE-0332,22,high,57.2,4763,27
2025-05-31 10:53,RTE-0737,10,severe,77.2,221,41
2026-01-09 20:53,RTE-0476,20,light,152.2,4752,0
2025-03-07 14:53,RTE-0710,14,high,68.7,5459,54
2025-11-23 02:53,RTE-0086,2,light,90.9,4647,0
2025-07-13 02:53,RTE-0631,2,heavy,172.1,6610,38
2024-11-17 15:53,RTE-0122,15,medium,33.5,5229,0
2025-04-13 16:53,RTE-0939,16,medium,114.2,4007,0
2024-07-27 20:53,RTE-0668,20,light,173.8,6648,0
2025-09-30 22:53,RTE-0193,22,severe,156.3,7684,60
2025-12-31 14:53,RTE-0741,14,heavy,85.9,6236,3
2024-06-30 00:53,RTE-0972,0,moderate,81.8,5827,0
2025-01-27 20:53,RTE-0890,20,severe,116.6,5355,48
2024-11-10 00:53,RTE-0635,0,low,143.2,248,0
2025-05-29 03:53,RTE-0663,3,light,39.2,3286,0
2025-05-03 23:53,RTE-0153,23,high,75.9,1214,8
2025-06-22 09:53,RTE-0659,9,heavy,171.1,302,54
2025-02-09 09:53,RTE-0154,9,medium,81.1,676,0
2025-07-10 05:53,RTE-0783,5,moderate,49.2,4890,0
2025-04-15 00:53,RTE-0891,0,high,56.0,6540,10
2025-06-20 15:53,RTE-0717,15,medium,97.8,528,0
2024-04-26 20:53,RTE-0419,20,heavy,33.1,5431,43
2025-03-23 09:53,RTE-0609,9,high,161.2,1038,56
2025-06-14 15:53,RTE-0847,15,blocked,92.8,6507,0
2025-06-01 14:53,RTE-0237,14,light,36.5,1317,0
2025-09-16 10:53,RTE-0416,10,blocked,48.9,7248,0
2025-05-05 00:53,RTE-0232,0,high,83.5,3174,7
2025-11-12 01:53,RTE-0804,1,medium,26.8,3561,0
2024-06-01 18:53,RTE-0511,18,medium,,1350,0
2026-01-19 03:53,RTE-0371,3,severe,56.8,7283,50
2025-02-21 23:53,RTE-0200,23,blocked,75.9,2563,0
