date,location,fuel_type,price_per_liter,station_brand
2024-05-31,Cologne,e5,1.841,BP
2024-09-29,Dresden,e5,2.163,BP
2025-04-30,Hamburg,e10,2.13,EDEKA
2025-02-07,Leipzig,e5,1.358,Rewe
2026-04-08,Dresden,petrol,1.555,Aral
2025-05-06,Dresden,petrol,1.479,Shell
2024-09-16,Cologne,petrol,2.168,Total
2024-06-21,Munich,petrol,1.38,EDEKA
2024-04-18,Stuttgart,diesel,2.083,Total
2025-11-07,Frankfurt,e10,2.122,Rewe
2024-12-14,Berlin,diesel,1.368,EDEKA
2024-12-30,Stuttgart,e10,1.763,Rewe
2026-01-01,Leipzig,petrol,1.286,BP
2024-07-08,Cologne,diesel,1.921,Total
2025-03-02,Leipzig,e10,1.227,Aral
2024-10-01,Frankfurt,e5,1.913,EDEKA
2024-12-03,Hamburg,e5,1.741,Rewe
2024-09-18,Stuttgart,petrol,1.829,BP
2024-12-07,Cologne,electric,0.384,EDEKA
2025-10-06,Dresden,petrol,1.273,EDEKA
2024-10-08,Dresden,petrol,2.137,Total
2026-02-09,Dusseldorf,e5,1.917,Total
2025-03-28,Frankfurt,diesel,1.88,Total
2025-04-05,Cologne,diesel,1.31,Aral
2025-01-12,Hamburg,petrol,2.142,Rewe
2024-08-31,Dresden,diesel,1.284,Total
2025-09-24,Frankfurt,petrol,1.237,BP
2024-11-03,Frankfurt,diesel,1.414,Aral
2025-04-03,Dresden,e10,1.698,EDEKA
2025-07-29,Leipzig,e5,1.766,Rewe
2024-10-13,Frankfurt,e5,1.403,Shell
2025-08-16,Dusseldorf,e5,2.097,Total
2025-04-30,Stuttgart,electric,0.487,EDEKA
2026-01-01,Hamburg,diesel,2.151,BP
2024-06-01,Dresden,petrol,1.694,Aral
2024-09-18,Leipzig,diesel,1.631,BP
2024-06-09,Dortmund,e5,1.631,Rewe
2025-04-15,Dresden,e5,1.369,Rewe
2025-05-31,Cologne,e5,1.408,Total
2026-01-20,Stuttgart,electric,0.38,Aral
2024-10-30,Munich,diesel,1.899,EDEKA
2024-11-05,Dusseldorf,petrol,1.334,EDEKA
2025-07-31,Dortmund,petrol,2.108,BP
2025-08-15,Frankfurt,e10,2.147,Aral
2026-04-03,Leipzig,diesel,1.916,Total
2025-09-23,Dresden,e10,1.213,Total
2025-12-07,Munich,e5,1.842,Rewe
2024-06-22,Stuttgart,petrol,2.091,EDEKA
2026-01-08,Dresden,petrol,1.506,Aral
2025-06-20,Dortmund,electric,0.9570000000000001,EDEKA
2025-06-29,Cologne,petrol,1.642,Rewe
2024-06-26,Leipzig,e10,1.423,EDEKA
2024-06-05,Berlin,e10,1.606,BP
2024-09-13,Dresden,e5,1.467,Aral
2024-06-08,Dusseldorf,diesel,1.621,Aral
2025-02-21,Cologne,electric,0.358,EDEKA
2025-10-15,Dresden,electric,0.481,Total
2025-02-09,Hamburg,e10,5.382,Shell
2024-11-10,Dresden,electric,0.33,Total
2024-09-03,Dusseldorf,petrol,1.303,Rewe
2025-06-28,Stuttgart,e10,1.561,EDEKA
2025-12-16,Dortmund,e10,1.267,Aral
2026-04-06,Dresden,e5,1.687,Aral
2024-08-08,Frankfurt,diesel,2.013,Aral
2025-01-24,Munich,petrol,1.49,Aral
2026-01-22,Hamburg,e5,1.568,BP
2025-06-21,Dusseldorf,e5,1.474,Shell
2024-08-24,Hamburg,petrol,1.495,BP
2025-09-12,Leipzig,e5,2.072,Shell
2025-10-11,Dresden,electric,0.428,BP
2024-09-25,Cologne,e5,1.893,Rewe
2025-03-14,Leipzig,diesel,2.09,Shell
2026-03-15,Berlin,electric,0.259,Shell
2025-11-18,Dortmund,e10,2.019,Total
2025-01-30,Leipzig,diesel,1.436,Rewe
2025-10-27,Frankfurt,petrol,1.822,Total
2025-02-12,Dortmund,diesel,1.958,BP
2024-05-07,Berlin,e5,1.634,Rewe
2024-06-18,Cologne,electric,0.384,Rewe
2025-11-14,Dortmund,e5,1.374,EDEKA
2025-04-19,Leipzig,petrol,2.008,EDEKA
2024-08-16,Munich,e10,1.817,Aral
2024-12-16,Leipzig,petrol,1.705,Rewe
2024-12-10,Dusseldorf,diesel,1.886,Shell
2024-12-21,Stuttgart,petrol,2.133,BP
2025-11-29,Stuttgart,diesel,1.339,Aral
2024-04-18,Leipzig,e5,1.614,Total
2025-01-05,Dortmund,e10,1.468,Shell
2024-05-23,Dortmund,diesel,1.221,Shell
2025-05-18,Dusseldorf,electric,0.364,Total
2025-08-25,Leipzig,petrol,1.905,Shell
2024-11-17,Hamburg,electric,0.4,Total
2024-07-15,Cologne,diesel,1.473,BP
2025-12-10,Dresden,petrol,2.197,Shell
2025-10-14,Stuttgart,petrol,1.209,Aral
2024-07-05,Frankfurt,diesel,5.9190000000000005,Rewe
2025-12-26,Dortmund,petrol,1.907,EDEKA
2024-12-19,Dresden,e5,1.7,Rewe
2024-08-31,Dusseldorf,petrol,5.856,Rewe
2025-09-25,Hamburg,diesel,2.107,Aral
2025-05-30,Stuttgart,electric,0.311,Rewe
2024-08-07,Berlin,petrol,1.945,EDEKA
2025-02-28,Dortmund,e10,1.484,BP
2026-01-30,Hamburg,electric,0.479,Shell
2025-10-29,Dortmund,e5,2.006,Aral
2025-09-11,Dusseldorf,diesel,1.911,Rewe
2025-04-22,Frankfurt,petrol,2.072,EDEKA
2026-02-12,Frankfurt,electric,0.216,BP
2025-07-25,Cologne,electric,0.381,Rewe
2025-03-17,Hamburg,diesel,1.542,Total
2024-10-16,Stuttgart,diesel,1.64,Aral
2024-08-31,Leipzig,electric,0.376,EDEKA
2025-09-21,Dortmund,petrol,1.984,Shell
2025-05-17,Frankfurt,diesel,1.611,Aral
2026-04-04,Dusseldorf,e10,2.189,Aral
2024-07-16,Dusseldorf,e5,1.355,EDEKA
2024-04-17,Cologne,e5,1.692,BP
2025-07-07,Dusseldorf,e5,1.821,EDEKA
2024-11-27,Dortmund,diesel,1.272,Aral
2025-10-19,Frankfurt,e10,1.585,Aral
2025-11-21,Dresden,e5,1.388,Total
2026-03-12,Cologne,diesel,1.816,BP
2026-04-09,Dusseldorf,e10,1.934,EDEKA
2025-05-08,Dresden,e5,1.759,Shell
2024-08-25,Hamburg,diesel,1.885,Aral
2025-10-20,Leipzig,electric,0.228,Aral
2025-11-12,Dresden,electric,0.226,EDEKA
2025-07-02,Hamburg,petrol,2.002,Rewe
2025-12-23,Hamburg,petrol,1.365,Shell
2024-05-14,Dusseldorf,electric,0.457,Aral
2025-10-17,Frankfurt,e10,1.388,BP
2025-01-05,Berlin,petrol,1.94,Shell
2025-07-26,Berlin,e5,1.376,Rewe
2025-10-24,Berlin,e10,1.532,Aral
2025-06-13,Cologne,e10,1.264,Rewe
2025-07-29,Dortmund,petrol,1.618,Aral
2024-06-11,Hamburg,diesel,4.188,EDEKA
2024-05-28,Leipzig,petrol,1.427,Total
2025-03-10,Dusseldorf,e5,2.051,Shell
2024-07-14,Frankfurt,e5,2.14,BP
2026-01-23,Dusseldorf,diesel,2.044,Total
2024-08-17,Dortmund,electric,0.481,BP
2024-11-06,Cologne,e5,1.549,Shell
2024-04-14,Leipzig,diesel,1.328,BP
2025-12-23,Cologne,diesel,1.477,Rewe
2026-03-22,Dresden,petrol,1.521,Aral
2025-12-24,Munich,e5,5.463,BP
2025-09-29,Leipzig,petrol,2.067,Total
2025-09-27,Dresden,e10,1.986,Shell
2025-03-04,Leipzig,diesel,2.098,Shell
2025-08-03,Dusseldorf,e5,1.782,BP
2025-07-12,Dusseldorf,e10,1.495,BP
2024-12-11,Dortmund,petrol,1.495,Rewe
2025-11-23,Cologne,diesel,1.379,Aral
2025-08-17,Leipzig,electric,0.419,Rewe
2025-09-04,Stuttgart,diesel,1.52,Shell
2025-12-12,Leipzig,diesel,1.397,EDEKA
2025-03-12,Leipzig,e5,2.073,Shell
2025-08-19,Leipzig,e10,5.154,Rewe
2024-09-29,Stuttgart,diesel,1.818,BP
2024-09-29,Hamburg,diesel,1.832,Total
2024-12-23,Dresden,petrol,1.315,Total
2025-09-18,Leipzig,petrol,1.404,Shell
2024-09-15,Berlin,petrol,1.213,Aral
2024-11-21,Munich,e5,1.257,BP
2025-08-22,Dortmund,electric,0.439,Rewe
2025-12-28,Hamburg,e10,1.396,BP
2025-07-03,Munich,electric,0.356,Aral
2024-05-12,Berlin,e10,1.886,BP
2024-06-14,Dortmund,diesel,1.44,Total
2025-06-06,Dortmund,electric,0.22,Aral
2025-06-18,Dortmund,e10,2.158,Shell
2024-04-15,Dusseldorf,diesel,2.113,BP
2025-09-18,Leipzig,e5,4.437,Rewe
2026-02-15,Cologne,e10,1.456,Rewe
2024-05-20,Leipzig,e10,1.992,EDEKA
2024-12-21,Dresden,e10,1.241,Shell
2024-12-08,Frankfurt,petrol,2.179,Rewe
2024-10-28,Hamburg,electric,0.376,Total
2024-09-26,Dresden,electric,0.22,EDEKA
2025-04-07,Dusseldorf,diesel,1.597,Shell
2025-06-27,Dusseldorf,e5,1.996,BP
2024-12-11,Cologne,diesel,2.173,Aral
2025-09-19,Berlin,electric,0.204,Shell
2025-05-15,Dresden,diesel,1.362,BP
2024-06-29,Frankfurt,petrol,1.807,Rewe
2025-01-26,Dortmund,diesel,1.983,Aral
2024-04-19,Cologne,diesel,1.496,EDEKA
2026-01-27,Cologne,electric,0.219,Aral
2025-06-08,Munich,diesel,1.297,Aral
2025-04-29,Stuttgart,diesel,1.656,Total
2025-08-16,Berlin,petrol,1.262,Shell
2024-12-06,Dortmund,diesel,2.095,Total
2024-12-07,Frankfurt,e5,1.48,EDEKA
2025-04-12,Berlin,diesel,1.34,Shell
2024-07-27,Frankfurt,electric,0.31,EDEKA
2024-07-18,Dresden,electric,0.333,Shell
2025-11-23,Leipzig,petrol,2.138,EDEKA
2026-04-12,Munich,e5,1.253,BP
2026-01-31,Stuttgart,e10,1.735,EDEKA
2026-01-29,Berlin,diesel,1.229,Shell
2026-01-15,Leipzig,electric,0.361,Aral
2025-03-19,Cologne,diesel,1.822,Total
2026-03-12,Munich,electric,0.465,Total
2024-05-12,Dusseldorf,e5,1.696,Rewe
2025-07-27,Stuttgart,e5,1.669,Total
2026-03-27,Dortmund,diesel,1.857,Rewe
2025-02-11,Berlin,electric,0.224,Total
2025-10-04,Berlin,electric,0.444,Rewe
2025-03-16,Leipzig,petrol,1.75,Shell
2024-05-06,Munich,e5,1.312,BP
2025-12-14,Stuttgart,e5,1.298,BP
2024-09-18,Cologne,e5,1.717,Aral
2025-12-18,Hamburg,e5,2.123,BP
2025-10-25,Dresden,diesel,1.716,Aral
2025-11-10,Stuttgart,electric,0.4,Total
2024-06-25,Stuttgart,petrol,1.261,Total
2026-03-04,Hamburg,diesel,1.561,Aral
2025-07-26,Cologne,petrol,1.689,Aral
2024-06-20,Leipzig,diesel,1.466,BP
2025-04-07,Dortmund,e5,1.405,Total
2025-02-15,Munich,e5,2.03,EDEKA
2026-01-28,Munich,diesel,1.856,BP
2025-11-04,Frankfurt,e5,1.336,EDEKA
2025-11-28,Stuttgart,e10,1.802,BP
2025-10-21,Frankfurt,electric,0.334,Aral
2024-08-20,Frankfurt,diesel,1.539,Aral
2024-04-28,Stuttgart,e5,1.456,EDEKA
2025-05-11,Dortmund,diesel,4.65,Total
2024-10-14,Cologne,e5,1.428,Total
2024-09-11,Stuttgart,petrol,1.683,BP
2025-07-16,Hamburg,diesel,1.912,Aral
2025-02-01,Leipzig,electric,0.311,EDEKA
2025-11-28,Hamburg,petrol,1.533,Rewe
2024-09-22,Berlin,e10,1.99,Rewe
2025-03-01,Dortmund,diesel,1.306,EDEKA
2026-01-10,Cologne,e10,1.47,Shell
2026-02-18,Berlin,petrol,1.444,Shell
2024-05-24,Leipzig,e5,1.416,EDEKA
2024-07-10,Frankfurt,e5,1.331,Shell
2025-02-14,Munich,e5,1.349,EDEKA
2025-04-14,Hamburg,diesel,4.9350000000000005,Total
2025-05-24,Berlin,diesel,1.854,BP
2025-06-03,Berlin,electric,0.201,EDEKA
2025-08-20,Dusseldorf,e5,1.916,Aral
2024-07-11,Dusseldorf,electric,0.261,Shell
2024-05-14,Dresden,e5,1.414,Rewe
2024-07-15,Leipzig,diesel,1.506,BP
2025-05-19,Munich,e5,1.914,BP
2025-06-24,Dortmund,e10,1.223,Total
2024-08-20,Dresden,diesel,1.325,Rewe
2025-05-27,Dortmund,e5,1.492,BP
2025-06-25,Munich,e10,2.068,Aral
2025-03-19,Munich,electric,0.24,Shell
2025-03-09,Berlin,e10,1.796,EDEKA
2025-04-08,Dresden,e5,1.874,Total
2025-12-27,Leipzig,e10,1.891,Shell
2024-06-25,Leipzig,diesel,6.456,Aral
2025-07-02,Stuttgart,e5,1.346,Total
2024-11-30,Berlin,diesel,2.042,Rewe
2024-12-07,Stuttgart,e10,1.236,Total
2025-04-08,Frankfurt,petrol,1.472,EDEKA
2024-12-22,Munich,e10,1.44,Aral
2025-08-26,Dusseldorf,diesel,1.539,Shell
2025-02-16,Dresden,e10,1.764,EDEKA
2025-09-25,Hamburg,e10,1.254,EDEKA
2024-06-08,Dresden,diesel,1.907,EDEKA
2024-12-05,Hamburg,diesel,1.281,Rewe
2024-10-21,Leipzig,diesel,1.479,Shell
2025-07-22,Cologne,petrol,2.178,EDEKA
2026-01-23,Dortmund,electric,0.399,BP
2025-10-05,Berlin,e10,1.934,BP
2025-12-16,Hamburg,e10,1.917,Shell
2026-02-03,Berlin,e10,1.312,BP
2025-03-26,Frankfurt,e5,1.991,Rewe
2024-10-17,Dresden,e10,1.64,Total
2025-10-08,Frankfurt,e10,2.032,Shell
2026-02-01,Dresden,e10,1.494,EDEKA
2025-05-06,Berlin,diesel,1.754,Total
2026-04-04,Dortmund,e10,1.386,BP
2025-01-14,Stuttgart,e10,1.501,Aral
2024-07-15,Dusseldorf,petrol,1.336,EDEKA
2025-07-30,Leipzig,e10,1.634,BP
2025-03-31,Frankfurt,petrol,1.872,Shell
2024-08-22,Munich,e10,1.841,Total
2025-12-31,Hamburg,e5,1.226,EDEKA
2025-11-19,Berlin,electric,0.354,EDEKA
2024-07-27,Dusseldorf,e5,1.776,Total
2024-12-03,Munich,petrol,2.152,BP
2024-09-16,Dresden,e5,2.173,Shell
2025-06-24,Cologne,e5,1.294,Shell
2025-02-03,Cologne,electric,0.291,EDEKA
2025-05-23,Frankfurt,e10,2.165,BP
2024-08-22,Munich,petrol,1.627,EDEKA
2024-06-29,Dusseldorf,electric,0.386,Aral
2026-01-09,Dortmund,electric,0.201,Shell
2025-06-01,Berlin,electric,0.307,Total
2025-09-17,Munich,petrol,2.044,Shell
2024-12-23,Dusseldorf,electric,0.447,Aral
2026-02-19,Munich,petrol,2.163,Total
2025-03-29,Munich,petrol,2.054,BP
2026-02-07,Leipzig,e5,5.883,BP
2026-03-08,Frankfurt,e10,1.665,EDEKA
2024-07-09,Dusseldorf,petrol,1.418,Rewe
2024-07-19,Stuttgart,e10,1.708,EDEKA
2024-09-03,Dusseldorf,e5,1.611,Rewe
2024-05-30,Hamburg,e5,1.937,Shell
2024-09-03,Berlin,electric,0.288,Shell
2025-07-25,Leipzig,petrol,1.293,Rewe
2025-09-02,Dortmund,electric,0.395,BP
2025-03-02,Dresden,petrol,1.665,EDEKA
2025-04-23,Hamburg,diesel,1.258,Rewe
2024-09-01,Cologne,e5,1.641,Shell
2025-12-11,Berlin,diesel,2.019,Total
2025-03-23,Dresden,electric,0.335,EDEKA
2025-03-30,Berlin,diesel,1.974,Aral
2025-10-16,Dusseldorf,electric,0.475,EDEKA
2024-05-23,Dortmund,electric,0.372,Total
2026-04-12,Berlin,diesel,2.066,BP
2024-12-29,Stuttgart,petrol,1.672,BP
2024-05-02,Berlin,electric,0.203,Shell
2025-01-23,Stuttgart,diesel,1.604,BP
2025-03-20,Frankfurt,e10,1.603,BP
2024-04-20,Munich,petrol,1.643,Total
2025-01-02,Frankfurt,e5,1.299,Rewe
2025-02-17,Munich,petrol,1.726,Rewe
2026-04-03,Dortmund,electric,0.401,BP
2026-02-16,Leipzig,e10,1.598,Shell
2025-11-14,Frankfurt,electric,0.242,EDEKA
2024-06-22,Leipzig,diesel,1.726,EDEKA
2024-04-18,Frankfurt,e5,2.096,BP
2026-01-20,Munich,diesel,1.691,Total
2025-10-20,Dortmund,diesel,1.843,EDEKA
2025-02-23,Dusseldorf,diesel,1.668,Shell
2024-07-28,Leipzig,diesel,1.744,EDEKA
2025-05-05,Cologne,e10,2.018,Shell
2026-04-02,Hamburg,electric,0.491,Shell
2025-06-25,Frankfurt,e5,2.124,BP
2025-03-26,Cologne,e5,1.695,Rewe
2025-02-22,Stuttgart,e10,1.929,Rewe
2025-03-11,Dresden,electric,0.389,BP
2024-05-08,Frankfurt,petrol,1.721,EDEKA
2024-06-22,Munich,e5,1.773,Rewe
2026-02-13,Munich,diesel,1.986,Rewe
2025-02-10,Stuttgart,diesel,1.756,Total
2024-04-20,Stuttgart,e5,1.973,Total
2026-02-02,Stuttgart,e5,1.334,Aral
2025-02-05,Leipzig,e5,1.9,Rewe
2025-02-16,Dresden,diesel,1.675,Aral
2024-05-16,Frankfurt,e5,1.832,Total
2025-08-14,Frankfurt,e10,2.082,EDEKA
2025-10-12,Hamburg,petrol,1.742,Rewe
2024-12-06,Munich,e5,2.134,Shell
2025-11-05,Dusseldorf,petrol,2.021,BP
2025-09-25,Dresden,petrol,1.932,EDEKA
2024-08-01,Dresden,diesel,1.965,Aral
2025-07-17,Berlin,petrol,1.655,BP
2025-11-25,Munich,petrol,1.393,Total
2024-04-30,Munich,diesel,1.266,EDEKA
2025-06-04,Frankfurt,diesel,1.887,Aral
2026-02-03,Hamburg,e5,1.465,EDEKA
2026-03-02,Stuttgart,e5,1.318,Total
2026-03-25,Hamburg,e5,1.727,EDEKA
2025-10-09,Dresden,e5,2.023,EDEKA
2024-10-06,Leipzig,e5,1.346,BP
2025-02-11,Berlin,diesel,1.889,Rewe
2025-11-12,Dresden,e5,2.174,Rewe
2026-01-18,Leipzig,e10,3.657,Aral
2024-07-04,Frankfurt,e10,1.617,Aral
2026-03-22,Dortmund,e10,1.927,EDEKA
2025-09-01,Stuttgart,e10,2.057,EDEKA
2025-01-21,Munich,petrol,1.62,EDEKA
2025-05-08,Munich,e5,1.31,Total
2026-01-28,Stuttgart,e10,1.227,BP
2025-04-04,Dusseldorf,e5,1.649,BP
2025-02-17,Dusseldorf,e10,1.951,Rewe
2026-01-17,Dusseldorf,diesel,1.638,BP
2025-11-01,Munich,e10,1.341,Total
2026-01-21,Frankfurt,diesel,2.16,EDEKA
2024-07-13,Dusseldorf,diesel,1.588,Total
2024-12-27,Hamburg,e10,1.629,EDEKA
2025-10-25,Berlin,e5,2.086,EDEKA
2024-07-25,Dusseldorf,electric,0.249,Total
2025-04-21,Hamburg,diesel,2.044,Shell
2025-08-05,Leipzig,electric,0.214,BP
2025-08-20,Dortmund,e5,1.224,Shell
2024-11-29,Frankfurt,diesel,1.789,Total
2026-02-14,Leipzig,petrol,2.004,BP
2024-07-13,Frankfurt,e5,1.369,EDEKA
2024-11-07,Hamburg,diesel,1.372,Rewe
2025-05-12,Leipzig,e10,1.56,BP
2024-05-30,Leipzig,electric,0.948,Rewe
2025-11-25,Frankfurt,electric,0.246,EDEKA
2025-02-17,Cologne,electric,0.311,BP
2026-02-06,Cologne,petrol,1.729,Total
2026-01-19,Frankfurt,diesel,1.42,Shell
2025-01-10,Frankfurt,e10,1.716,Aral
2025-03-17,Frankfurt,petrol,1.509,Rewe
2024-12-13,Dusseldorf,e5,1.423,BP
2026-03-23,Cologne,petrol,1.677,Rewe
2024-10-06,Dusseldorf,e5,2.198,Aral
2026-01-15,Hamburg,e10,1.235,BP
2024-06-30,Dortmund,electric,0.35,EDEKA
2025-06-18,Leipzig,electric,0.256,Rewe
2024-07-03,Munich,e10,1.828,BP
2024-05-10,Dortmund,e10,1.285,BP
2025-01-28,Stuttgart,petrol,1.259,Aral
2025-07-01,Munich,petrol,1.674,Rewe
2025-12-03,Berlin,diesel,1.572,Aral
2026-01-21,Frankfurt,e5,1.759,Shell
2025-12-02,Leipzig,diesel,1.234,Rewe
2025-07-20,Munich,petrol,1.349,Aral
2024-11-27,Munich,petrol,1.317,Shell
2026-03-21,Cologne,electric,0.368,BP
2026-02-25,Cologne,diesel,2.049,Aral
2024-11-21,Munich,diesel,5.178,Shell
2026-01-02,Berlin,diesel,4.212,Shell
2025-12-21,Hamburg,e5,3.636,EDEKA
2025-01-24,Berlin,petrol,1.505,Rewe
2024-07-26,Dresden,diesel,1.995,Rewe
2025-08-08,Dortmund,petrol,1.249,Aral
2026-01-25,Dusseldorf,diesel,1.944,BP
2026-03-14,Cologne,e5,2.056,Shell
2025-09-29,Hamburg,diesel,1.919,Rewe
2026-01-11,Berlin,e10,2.096,BP
2024-07-21,Munich,diesel,1.953,Shell
2025-04-05,Berlin,diesel,1.629,Rewe
2024-07-14,Frankfurt,diesel,1.979,Rewe
2025-05-27,Leipzig,e10,1.417,Total
2024-07-01,Leipzig,diesel,1.379,Aral
2025-11-29,Hamburg,diesel,1.37,Rewe
2025-06-17,Leipzig,e5,1.956,Rewe
2025-08-31,Stuttgart,e5,1.358,Total
2024-07-22,Berlin,diesel,1.759,Shell
2025-01-13,Dresden,e10,1.517,Shell
2026-02-18,Hamburg,diesel,1.492,Aral
2025-08-11,Dusseldorf,diesel,1.878,Shell
2025-12-03,Stuttgart,e5,2.157,Aral
2026-04-02,Munich,electric,0.337,Rewe
2025-12-21,Cologne,petrol,1.909,Aral
2024-09-22,Dortmund,e5,1.458,BP
2024-08-03,Dusseldorf,e10,1.6,BP
2025-12-14,Cologne,electric,0.235,EDEKA
2025-07-04,Dortmund,diesel,1.215,Aral
2025-08-08,Dresden,diesel,1.822,Aral
2024-10-25,Dortmund,e5,2.0,Aral
2024-05-20,Dresden,e5,1.404,EDEKA
2025-06-29,Cologne,petrol,2.118,BP
2025-07-05,Dortmund,electric,0.433,Rewe
2025-08-01,Leipzig,e5,2.145,Aral
2024-08-19,Frankfurt,e5,1.961,EDEKA
2025-11-10,Dortmund,petrol,1.692,EDEKA
2024-08-27,Leipzig,petrol,1.545,Shell
2024-08-09,Hamburg,e5,2.008,BP
2025-09-13,Leipzig,diesel,1.749,Total
2024-09-04,Berlin,petrol,1.648,Shell
2024-07-20,Dortmund,diesel,1.62,Aral
2024-04-25,Leipzig,e5,1.704,Aral
2025-01-15,Cologne,e5,1.542,Aral
2024-11-15,Dusseldorf,petrol,2.097,BP
2025-02-20,Berlin,electric,0.262,EDEKA
2025-06-27,Munich,diesel,2.003,EDEKA
2025-06-26,Frankfurt,e5,2.116,Aral
2024-10-02,Dusseldorf,e10,1.67,EDEKA
2025-09-19,Dusseldorf,e10,1.664,BP
2025-07-04,Berlin,electric,0.242,Shell
2024-09-08,Berlin,e5,1.335,Shell
2025-11-28,Dresden,petrol,1.656,BP
2025-10-17,Munich,petrol,2.113,Total
2025-06-04,Hamburg,electric,0.246,Rewe
2025-11-17,Dortmund,e10,2.174,Rewe
2024-06-10,Leipzig,petrol,1.931,Shell
2025-10-21,Hamburg,petrol,1.749,EDEKA
2026-02-11,Berlin,diesel,1.267,EDEKA
2025-12-13,Dusseldorf,e10,1.704,Total
2025-12-14,Berlin,petrol,1.841,Total
2024-10-22,Dusseldorf,petrol,1.495,Shell
2024-05-16,Leipzig,e5,1.494,BP
2026-04-06,Stuttgart,diesel,2.17,EDEKA
2024-06-07,Stuttgart,electric,0.307,Aral
2025-10-27,Munich,electric,0.219,Shell
2025-12-29,Hamburg,electric,0.243,Aral
2025-10-02,Cologne,petrol,1.252,Rewe
2024-09-30,Dortmund,electric,0.347,Rewe
2025-01-26,Frankfurt,e10,1.208,Shell
2025-05-16,Hamburg,petrol,1.339,BP
2024-12-17,Dortmund,petrol,2.148,Shell
2024-06-08,Stuttgart,e5,2.093,Shell
2026-04-13,Cologne,e10,2.069,Shell
2025-10-19,Munich,e5,1.964,Shell
2025-04-06,Cologne,electric,0.475,Rewe
2024-11-04,Stuttgart,diesel,1.886,Total
2025-11-20,Leipzig,diesel,1.542,Aral
2024-11-15,Munich,e10,6.096,Rewe
2025-02-09,Hamburg,e10,1.443,Aral
2026-03-28,Hamburg,electric,0.376,Total
2025-04-24,Dusseldorf,e5,1.484,Rewe
2024-09-10,Leipzig,e10,1.455,Aral
2024-08-27,Dortmund,e10,2.02,Total
2025-12-18,Frankfurt,e10,1.321,Total
2025-12-03,Stuttgart,electric,0.495,Rewe
2025-10-11,Stuttgart,e10,1.974,Total
2025-04-16,Dusseldorf,e10,1.38,Total
2025-10-07,Munich,e10,1.72,Rewe
2024-05-27,Dresden,diesel,2.183,BP
2025-10-09,Dusseldorf,petrol,2.158,EDEKA
2026-04-13,Berlin,petrol,1.699,Rewe
2025-11-23,Dusseldorf,petrol,2.022,Shell
2024-06-17,Dresden,e5,1.989,Total
2024-06-02,Munich,e10,2.114,EDEKA
2025-06-26,Dresden,e5,2.023,Total
2025-05-22,Dortmund,e10,1.409,Total
2025-01-02,Berlin,diesel,1.649,Aral
2025-08-14,Dresden,e5,1.515,EDEKA
2024-04-27,Cologne,e5,1.554,EDEKA
2026-01-30,Stuttgart,e10,2.103,Total
2025-12-10,Dortmund,e5,2.099,EDEKA
2025-08-28,Frankfurt,electric,0.258,Total
2025-07-12,Dortmund,e10,1.816,Total
2024-06-21,Munich,e10,1.362,BP
2024-07-03,Hamburg,e5,1.483,Total
2024-05-14,Munich,diesel,1.282,Rewe
2024-09-19,Dortmund,electric,0.381,Rewe
2025-07-15,Stuttgart,petrol,2.096,Aral
2026-01-04,Stuttgart,electric,0.316,Rewe
2024-08-10,Dusseldorf,e10,1.886,Rewe
2026-01-14,Dresden,diesel,1.2,Rewe
2025-03-24,Dortmund,electric,0.208,BP
2025-07-24,Frankfurt,e10,1.895,EDEKA
2025-07-23,Stuttgart,petrol,1.395,Aral
2024-10-15,Hamburg,diesel,1.614,Shell
2025-06-08,Dusseldorf,e10,1.272,Shell
2024-05-29,Stuttgart,diesel,2.199,EDEKA
2025-03-06,Berlin,petrol,2.152,Total
2024-05-21,Dortmund,electric,0.487,Rewe
2024-10-26,Frankfurt,e10,1.228,Aral
2025-10-20,Dortmund,e5,1.589,BP
2025-08-23,Stuttgart,electric,0.341,Rewe
2025-01-09,Berlin,e10,1.64,Aral
2026-01-27,Cologne,diesel,1.829,EDEKA
2024-07-29,Cologne,e5,1.518,EDEKA
2025-03-05,Dresden,electric,0.314,Aral
2025-10-24,Cologne,e10,2.096,Rewe
2024-09-25,Hamburg,petrol,2.19,Aral
2025-10-11,Cologne,e10,1.865,BP
2025-11-14,Berlin,petrol,1.682,BP
2026-03-06,Stuttgart,e5,1.762,Rewe
2026-02-21,Dortmund,petrol,1.613,Shell
2024-11-05,Dortmund,e5,1.937,Total
2024-12-21,Stuttgart,e5,2.017,BP
2025-07-04,Leipzig,diesel,1.509,Shell
2024-09-09,Leipzig,e5,1.421,EDEKA
2026-03-05,Munich,e5,2.158,Aral
2025-04-10,Cologne,diesel,1.889,EDEKA
2025-02-14,Dresden,petrol,2.191,Aral
2025-06-30,Cologne,electric,0.256,BP
2024-08-19,Leipzig,electric,0.247,Total
2025-03-18,Dresden,e10,2.079,EDEKA
2024-09-30,Stuttgart,e5,1.728,EDEKA
2024-11-27,Dresden,e5,1.299,Rewe
2025-07-30,Leipzig,e5,1.744,Aral
2025-12-13,Dusseldorf,e5,1.896,EDEKA
2024-09-03,Dusseldorf,electric,0.327,Rewe
2025-05-20,Stuttgart,electric,0.207,Total
2024-12-03,Dortmund,diesel,2.192,EDEKA
2025-06-07,Dresden,e10,1.992,Aral
2026-02-16,Leipzig,diesel,2.041,Shell
2024-10-10,Dusseldorf,petrol,1.782,EDEKA
