driver_id,date,total_deliveries,on_time_deliveries,late_deliveries,rating,customer_complaints,fuel_efficiency,accidents,overtime_hours
DRV-0290,2024-11-22,14,10,4,4.89,5.0,15.19,2,0.6
DRV-0127,2024-05-23,34,30,4,2.97,5.0,11.3,1,5.8
DRV-0303,2025-10-18,26,8,18,2.97,4.0,12.96,3,3.6
DRV-0448,2025-12-08,12,3,9,3.1,5.0,13.14,1,7.0
DRV-0437,2024-09-18,35,13,22,4.64,4.0,12.06,0,0.2
DRV-0299,2025-05-19,29,14,15,3.96,0.0,9.85,1,6.8
DRV-0343,2025-02-04,12,11,1,4.43,2.0,12.91,3,3.2
DRV-0130,2025-04-15,8,6,2,4.01,0.0,16.99,2,3.9
DRV-0031,2025-08-07,20,8,12,4.81,3.0,19.5,3,2.1
DRV-0162,2024-07-20,14,5,9,,3.0,9.66,1,1.5
DRV-0126,2025-10-01,12,9,3,5.0,2.0,6.65,2,4.8
DRV-0355,2025-09-20,30,9,21,2.77,0.0,7.37,1,7.2
DRV-0103,2025-06-30,29,8,21,3.52,5.0,11.37,1,3.3
DRV-0479,2025-08-27,37,20,17,2.92,5.0,13.01,0,2.1
DRV-0390,2025-05-07,40,34,6,3.59,2.0,12.19,0,0.4
DRV-0309,2025-09-25,34,19,15,2.62,2.0,11.85,0,1.7
DRV-0247,2025-08-21,24,13,11,2.65,5.0,11.66,1,0.5
DRV-0262,2026-01-20,9,2,7,3.6,5.0,10.09,3,3.2
DRV-0053,2025-08-02,15,14,1,2.97,5.0,19.17,0,6.5
DRV-0439,2025-06-20,6,5,1,3.84,1.0,15.2,1,1.8
DRV-0081,2024-05-29,38,37,1,4.08,0.0,10.82,3,5.9
DRV-0373,2025-10-22,9,7,2,3.92,2.0,17.68,2,0.5
DRV-0185,2024-04-28,18,6,12,4.76,5.0,9.79,1,6.5
DRV-0267,2025-08-28,36,29,7,4.56,1.0,8.5,0,7.1
DRV-0404,2024-05-05,5,4,1,2.96,4.0,18.67,0,0.6
DRV-0190,2025-09-11,17,11,6,2.69,2.0,14.23,0,7.4
DRV-0219,2024-09-19,9,4,5,2.67,4.0,18.52,1,5.3
DRV-0418,2024-10-14,37,20,17,4.54,0.0,9.94,2,1.4
DRV-0145,2026-02-01,11,7,4,2.78,4.0,11.91,2,6.8
DRV-0395,2025-09-13,18,6,12,3.28,0.0,7.1,0,1.5
DRV-0009,2025-04-09,18,14,4,2.95,1.0,16.2,1,6.0
DRV-0310,2026-03-19,32,22,10,2.66,1.0,14.15,3,0.1
DRV-0318,2025-09-13,20,12,8,3.4,3.0,15.75,0,3.0
DRV-0105,2025-06-19,11,4,7,2.73,4.0,9.02,2,1.5
DRV-0167,2025-09-14,31,4,27,3.07,,10.98,3,2.5
DRV-0330,2025-09-19,23,21,2,3.21,4.0,14.65,3,2.8
DRV-0040,2024-09-18,23,1,22,3.74,2.0,14.24,1,6.3
DRV-0384,2024-10-14,10,5,5,3.28,0.0,10.54,1,6.0
DRV-0460,2025-03-16,6,6,0,3.36,,8.47,1,6.5
DRV-0180,2024-08-24,15,3,12,3.27,2.0,10.83,2,5.5
DRV-0209,2025-03-30,23,17,6,4.3,2.0,14.09,1,5.9
DRV-0191,2024-12-15,33,3,30,3.25,3.0,12.51,0,1.9
DRV-0392,2024-04-26,22,6,16,4.08,5.0,12.65,1,2.4
DRV-0113,2025-04-17,7,3,4,4.32,2.0,16.05,2,2.6
DRV-0127,2024-04-27,29,10,19,4.87,4.0,7.44,0,1.2
DRV-0335,2024-05-10,30,12,18,4.31,4.0,16.84,1,2.1
DRV-0143,2025-04-15,27,8,19,3.6,0.0,19.83,1,4.0
DRV-0098,2025-08-24,26,16,10,2.54,1.0,6.68,2,2.5
DRV-0158,2025-02-03,12,6,6,2.94,1.0,19.87,0,5.2
DRV-0138,2025-06-07,16,8,8,4.46,4.0,10.47,3,7.1
DRV-0262,2024-12-30,21,17,4,3.82,5.0,15.32,1,3.2
DRV-0077,2025-12-22,40,18,22,4.64,0.0,9.95,0,0.5
DRV-0276,2025-04-10,40,31,9,3.47,5.0,16.69,1,6.2
DRV-0181,2026-03-03,34,32,2,3.33,1.0,12.82,1,7.7
DRV-0204,2024-10-12,15,13,2,3.37,0.0,6.43,0,2.6
DRV-0464,2025-08-03,34,4,30,4.62,5.0,8.21,0,7.8
DRV-0135,2025-08-13,21,5,16,,4.0,14.91,3,6.2
DRV-0303,2024-11-10,23,4,19,3.21,5.0,13.63,3,2.5
DRV-0137,2025-07-05,25,21,4,2.69,4.0,15.15,3,0.5
DRV-0245,2025-07-12,21,10,11,4.68,4.0,7.19,3,2.9
DRV-0120,2026-04-11,15,0,15,2.55,0.0,16.77,2,5.2
DRV-0334,2025-08-14,37,15,22,3.76,1.0,12.53,2,1.1
DRV-0163,2025-12-28,28,10,18,3.55,,18.4,2,5.4
DRV-0452,2024-08-04,12,5,7,4.08,0.0,7.27,1,5.1
DRV-0100,2025-10-21,9,4,5,,0.0,15.84,3,4.6
DRV-0266,2025-11-29,38,18,20,2.95,2.0,11.45,0,5.4
DRV-0482,2026-03-17,12,9,3,2.95,1.0,14.73,2,1.5
DRV-0466,2026-02-17,40,21,19,2.68,0.0,16.31,1,5.2
DRV-0086,2025-03-09,34,8,26,3.27,3.0,15.02,0,5.1
DRV-0415,2025-10-04,27,3,24,4.72,3.0,8.6,3,7.8
DRV-0243,2026-02-11,17,11,6,4.32,0.0,17.86,2,2.3
DRV-0416,2025-11-29,38,17,21,4.12,4.0,12.93,0,3.7
DRV-0242,2024-04-17,9,8,1,3.49,3.0,19.84,3,2.1
DRV-0160,2024-10-15,15,10,5,4.1,5.0,9.54,1,4.8
DRV-0384,2025-06-20,9,3,6,,2.0,12.95,3,2.6
DRV-0108,2024-04-30,15,8,7,3.68,0.0,11.39,1,4.2
DRV-0477,2024-06-13,15,6,9,3.48,3.0,17.99,1,6.3
DRV-0220,2025-04-07,26,8,18,4.94,4.0,15.41,2,2.7
DRV-0255,2024-08-24,24,22,2,4.85,1.0,16.6,0,6.1
DRV-0145,2025-07-22,11,5,6,2.75,,15.65,1,7.2
DRV-0395,2025-01-08,29,15,14,4.51,2.0,9.95,3,0.9
DRV-0267,2026-04-10,27,25,2,3.77,2.0,8.27,0,2.4
DRV-0103,2025-11-28,7,6,1,2.53,2.0,9.27,2,1.0
DRV-0028,2025-02-26,13,5,8,2.71,4.0,6.6,2,4.5
DRV-0456,2025-08-31,6,3,3,4.3,5.0,17.22,3,0.3
DRV-0041,2025-05-03,30,16,14,4.64,1.0,12.48,3,5.5
DRV-0496,2026-01-19,28,6,22,2.94,2.0,18.54,3,5.2
DRV-0027,2024-04-21,25,18,7,4.34,3.0,15.96,2,2.6
DRV-0213,2025-09-19,31,6,25,3.62,2.0,19.03,0,7.1
DRV-0385,2024-08-21,39,36,3,2.68,5.0,13.22,2,2.6
DRV-0146,2024-06-06,6,3,3,4.48,1.0,18.27,0,1.6
DRV-0375,2024-05-05,12,4,8,2.53,5.0,7.75,3,7.8
DRV-0242,2025-12-27,24,19,5,4.38,2.0,19.51,2,2.0
DRV-0372,2024-07-04,7,4,3,3.35,,16.43,2,4.3
DRV-0023,2025-09-16,28,12,16,2.81,0.0,9.39,0,0.5
DRV-0462,2024-12-17,39,17,22,2.93,2.0,13.43,2,5.8
DRV-0318,2025-08-07,25,4,21,3.2,0.0,17.98,1,6.7
DRV-0476,2026-01-03,22,19,3,2.62,0.0,10.75,1,0.2
DRV-0005,2025-04-18,13,5,8,3.35,1.0,10.78,1,5.6
DRV-0070,2026-03-22,14,12,2,2.52,4.0,9.28,2,6.7
DRV-0496,2025-04-20,20,9,11,2.57,2.0,18.67,0,4.0
DRV-0283,2025-06-25,7,6,1,3.31,3.0,11.55,2,3.3
DRV-0468,2025-09-03,6,3,3,4.79,1.0,16.11,2,5.7
DRV-0107,2026-04-11,9,6,3,3.38,3.0,19.1,0,1.3
DRV-0216,2024-07-26,34,18,16,4.37,5.0,14.92,3,5.7
DRV-0051,2026-03-02,7,3,4,4.92,1.0,19.83,3,0.6
DRV-0072,2025-04-15,12,11,1,3.43,,13.62,2,4.8
DRV-0196,2026-02-10,39,33,6,2.6,5.0,12.2,3,5.5
DRV-0331,2025-03-30,16,8,8,2.61,0.0,13.89,3,1.4
DRV-0299,2025-06-18,16,7,9,3.54,4.0,12.97,0,7.6
DRV-0046,2024-05-17,9,6,3,4.11,0.0,7.56,1,6.4
DRV-0265,2025-12-25,12,7,5,3.18,5.0,14.84,0,3.5
DRV-0221,2025-10-14,40,14,26,3.59,,7.85,1,3.3
DRV-0401,2025-06-06,6,5,1,3.93,0.0,11.83,1,4.0
DRV-0149,2024-11-08,6,3,3,4.28,0.0,13.95,2,3.6
DRV-0177,2024-12-25,9,4,5,3.91,2.0,11.18,0,1.2
DRV-0032,2025-07-19,24,22,2,4.85,5.0,8.24,0,7.0
DRV-0332,2025-12-22,6,3,3,3.84,3.0,7.59,0,4.8
DRV-0211,2025-08-01,12,3,9,3.53,5.0,9.62,1,6.2
DRV-0252,2025-09-16,13,12,1,2.51,0.0,12.4,2,4.5
DRV-0063,2026-01-16,25,21,4,4.83,1.0,14.28,2,5.5
DRV-0020,2024-08-02,27,25,2,3.67,0.0,18.09,3,6.9
DRV-0334,2025-04-05,25,18,7,4.5,1.0,19.8,0,2.4
DRV-0085,2024-09-03,30,23,7,3.18,4.0,6.67,0,6.5
DRV-0133,2025-12-03,22,21,1,3.31,2.0,6.48,1,1.3
DRV-0128,2024-08-15,22,15,7,2.88,0.0,18.2,3,2.0
DRV-0340,2024-08-16,26,8,18,3.12,0.0,13.58,3,0.3
DRV-0211,2024-05-21,29,18,11,3.5,3.0,19.95,1,5.7
DRV-0303,2024-04-18,8,3,5,4.92,0.0,11.92,0,2.0
DRV-0265,2024-12-07,5,4,1,4.38,0.0,8.07,0,0.7
DRV-0436,2024-08-21,38,36,2,,4.0,11.84,0,0.9
DRV-0119,2025-06-17,24,9,15,3.33,4.0,14.95,2,5.1
DRV-0492,2025-07-29,31,15,16,4.42,4.0,19.5,3,2.8
DRV-0339,2024-12-08,36,31,5,4.68,5.0,8.78,3,3.9
DRV-0436,2025-01-08,40,6,34,3.01,,16.91,0,4.9
DRV-0241,2024-08-28,20,14,6,4.49,4.0,11.89,3,1.5
DRV-0288,2026-02-27,24,4,20,4.39,2.0,9.35,1,6.5
DRV-0360,2026-01-23,12,11,1,4.71,,8.47,1,7.9
DRV-0282,2025-03-21,26,3,23,3.95,2.0,19.58,0,4.6
DRV-0412,2024-11-30,31,8,23,4.38,4.0,16.47,2,2.5
DRV-0435,2024-10-14,21,15,6,2.83,3.0,12.93,2,2.0
DRV-0109,2026-04-02,30,12,18,4.96,0.0,14.37,0,4.8
DRV-0002,2025-02-20,19,13,6,3.87,4.0,10.93,2,3.0
DRV-0412,2025-08-15,17,4,13,4.11,0.0,11.55,1,0.6
DRV-0168,2026-03-22,39,28,11,4.38,0.0,9.68,1,1.6
DRV-0194,2024-12-15,24,22,2,3.5,5.0,6.3,2,6.1
DRV-0016,2026-03-18,22,3,19,3.1,5.0,15.94,2,1.2
DRV-0111,2024-06-01,18,5,13,3.72,3.0,9.32,2,7.2
DRV-0259,2025-07-19,22,10,12,2.76,1.0,16.28,3,7.1
DRV-0174,2024-09-04,38,37,1,3.1,3.0,17.0,1,7.4
DRV-0139,2025-12-16,5,4,1,3.85,3.0,14.6,0,7.5
DRV-0443,2024-09-28,9,3,6,3.3,3.0,9.05,1,4.8
DRV-0251,2025-07-22,28,9,19,3.47,5.0,15.02,2,7.9
DRV-0254,2025-10-18,20,18,2,2.84,1.0,19.16,2,6.3
DRV-0161,2025-08-22,9,3,6,4.63,0.0,14.37,3,3.6
DRV-0220,2024-07-05,36,35,1,3.99,2.0,12.76,0,3.3
DRV-0106,2024-12-10,27,24,3,4.84,2.0,13.01,0,6.3
DRV-0460,2025-01-11,25,25,0,4.7,1.0,17.71,3,5.9
DRV-0021,2024-09-11,10,5,5,3.87,5.0,13.06,2,3.3
DRV-0279,2024-11-22,21,11,10,4.88,3.0,18.27,3,5.7
DRV-0307,2025-03-01,7,5,2,,5.0,12.98,2,2.5
DRV-0365,2025-11-25,24,14,10,3.06,2.0,7.6,0,7.6
DRV-0229,2025-01-15,39,10,29,3.7,1.0,8.77,1,1.4
DRV-0247,2024-11-14,29,21,8,3.8,0.0,18.62,1,3.2
DRV-0068,2026-01-02,9,3,6,2.85,4.0,18.84,0,5.4
DRV-0174,2025-08-11,14,5,9,3.08,5.0,12.98,2,2.1
DRV-0234,2024-08-14,18,6,12,4.95,3.0,16.03,1,3.9
DRV-0393,2025-08-03,37,7,30,2.74,5.0,17.39,0,5.1
DRV-0207,2024-10-03,15,12,3,2.81,1.0,6.58,1,2.1
DRV-0325,2024-04-26,25,13,12,2.57,1.0,13.0,1,3.4
DRV-0496,2024-11-12,32,7,25,4.49,1.0,19.04,0,7.4
DRV-0317,2025-03-15,14,11,3,2.54,0.0,11.39,0,0.1
DRV-0257,2025-05-08,16,13,3,,0.0,9.52,2,7.3
DRV-0447,2025-09-09,17,8,9,4.44,0.0,9.8,2,1.0
DRV-0479,2025-02-17,33,9,24,4.91,5.0,8.95,3,0.6
DRV-0466,2024-05-28,26,18,8,4.54,2.0,16.19,1,5.2
DRV-0400,2024-05-13,24,16,8,2.77,4.0,16.36,0,0.9
DRV-0250,2025-12-08,24,23,1,3.81,4.0,18.47,2,5.1
DRV-0373,2025-04-12,11,9,2,4.66,2.0,18.9,3,4.4
DRV-0428,2024-10-27,8,3,5,3.01,1.0,8.85,3,6.2
DRV-0339,2025-02-10,9,8,1,4.53,2.0,11.64,1,7.7
DRV-0173,2024-12-14,25,8,17,2.92,3.0,9.71,2,7.3
DRV-0031,2026-01-03,21,15,6,3.05,1.0,18.46,1,0.3
DRV-0187,2024-04-27,20,9,11,4.43,3.0,13.28,0,3.0
DRV-0063,2024-12-31,31,18,13,,1.0,6.03,1,2.8
DRV-0159,2025-12-05,26,5,21,4.29,1.0,6.14,2,1.5
DRV-0417,2025-12-17,21,14,7,4.06,1.0,6.63,0,3.1
DRV-0216,2026-01-27,32,7,25,4.65,3.0,6.17,1,6.3
DRV-0006,2024-10-18,16,14,2,4.72,2.0,19.86,3,4.6
DRV-0131,2024-06-03,16,15,1,3.97,0.0,6.81,3,1.4
DRV-0377,2025-04-19,35,21,14,4.37,5.0,13.46,3,7.4
DRV-0025,2025-09-11,30,17,13,2.59,5.0,15.49,0,5.8
DRV-0461,2024-05-25,37,19,18,4.21,5.0,7.07,3,4.1
DRV-0012,2025-10-23,26,9,17,4.18,2.0,17.21,3,2.2
DRV-0470,2025-04-17,30,14,16,4.02,3.0,19.61,0,7.6
DRV-0405,2024-10-25,23,7,16,3.93,3.0,16.4,3,7.1
DRV-0218,2026-04-08,30,16,14,3.99,4.0,16.16,1,4.8
DRV-0164,2024-08-30,10,5,5,4.25,2.0,15.7,2,1.8
DRV-0118,2025-08-01,6,5,1,2.61,0.0,8.5,3,4.3
DRV-0222,2025-06-01,14,5,9,2.68,2.0,9.19,3,7.6
DRV-0496,2024-07-08,40,10,30,,0.0,8.71,3,0.2
DRV-0168,2024-11-29,26,11,15,3.28,5.0,12.87,1,5.1
DRV-0161,2026-01-25,34,18,16,4.45,3.0,18.69,3,0.5
DRV-0358,2024-12-06,28,6,22,3.06,2.0,11.02,3,1.9
DRV-0270,2024-05-13,24,20,4,3.09,2.0,14.05,1,6.1
DRV-0076,2024-11-11,25,10,15,4.17,5.0,9.01,1,2.0
DRV-0246,2024-12-06,19,17,2,3.05,1.0,17.51,2,6.3
DRV-0192,2024-12-21,23,10,13,3.07,5.0,12.05,3,1.9
DRV-0446,2026-03-11,34,33,1,4.3,4.0,18.98,2,3.5
DRV-0095,2025-12-08,33,18,15,4.22,0.0,8.32,0,5.5
DRV-0481,2026-02-25,11,10,1,4.66,2.0,15.09,1,3.1
DRV-0324,2024-04-13,7,4,3,4.75,1.0,8.8,2,5.4
DRV-0229,2024-04-23,31,5,26,3.09,2.0,14.91,0,3.3
DRV-0116,2025-06-02,12,11,1,3.17,1.0,11.23,2,4.3
DRV-0451,2025-08-05,23,18,5,3.47,2.0,14.91,1,4.7
DRV-0275,2024-08-28,18,5,13,2.71,2.0,7.79,0,2.8
DRV-0454,2025-06-08,27,18,9,2.78,2.0,14.93,1,2.9
DRV-0454,2024-06-24,40,33,7,4.79,0.0,19.22,3,1.0
DRV-0115,2024-11-20,20,10,10,2.58,4.0,19.98,1,6.3
DRV-0454,2025-07-23,15,3,12,2.84,4.0,19.59,0,0.0
DRV-0017,2024-06-12,21,5,16,3.55,5.0,7.03,0,5.1
DRV-0218,2024-07-29,36,27,9,4.92,0.0,15.95,3,7.1
DRV-0205,2025-08-28,35,7,28,4.31,3.0,8.43,0,1.1
DRV-0116,2024-10-14,6,3,3,3.61,0.0,10.53,1,5.1
DRV-0152,2025-05-25,14,3,11,3.21,2.0,18.22,3,1.2
DRV-0006,2024-07-04,27,13,14,2.84,0.0,18.0,3,0.9
DRV-0293,2025-07-07,5,4,1,3.99,2.0,8.7,0,0.3
DRV-0261,2025-03-11,9,6,3,3.62,5.0,16.25,0,7.3
DRV-0420,2025-09-12,20,11,9,3.14,1.0,6.59,0,4.8
DRV-0244,2024-11-04,27,5,22,4.12,3.0,16.26,2,3.2
DRV-0218,2025-01-29,39,16,23,2.51,0.0,13.79,2,6.7
DRV-0355,2025-12-26,11,4,7,2.59,0.0,16.33,3,6.9
DRV-0474,2024-08-18,9,6,3,4.35,3.0,13.46,3,7.4
DRV-0451,2024-11-17,24,22,2,,1.0,11.88,2,0.1
DRV-0214,2025-10-13,24,15,9,3.96,4.0,15.62,2,2.1
DRV-0462,2025-04-08,29,12,17,4.71,4.0,12.02,1,4.0
DRV-0151,2026-02-26,8,4,4,4.13,0.0,14.05,0,8.0
DRV-0306,2024-12-23,9,5,4,3.82,0.0,13.32,2,3.0
DRV-0199,2025-10-20,27,24,3,2.76,3.0,8.36,3,1.2
DRV-0188,2024-10-18,31,6,25,,1.0,13.21,0,3.5
DRV-0197,2024-06-08,24,23,1,3.05,5.0,8.4,0,2.0
DRV-0222,2024-04-22,6,3,3,4.97,4.0,10.66,1,7.9
DRV-0098,2024-11-26,7,4,3,4.27,5.0,19.14,1,3.6
DRV-0427,2025-03-23,22,14,8,4.08,0.0,6.33,2,6.1
DRV-0001,2024-06-10,24,3,21,2.99,4.0,6.7,1,1.0
DRV-0339,2025-01-08,27,16,11,4.14,3.0,13.8,2,0.7
DRV-0360,2025-10-16,31,2,29,4.92,2.0,19.04,2,5.2
DRV-0285,2025-06-18,20,4,16,4.66,5.0,6.95,3,5.2
DRV-0443,2026-03-01,37,30,7,2.91,4.0,11.15,0,7.9
DRV-0216,2024-08-04,20,19,1,2.78,2.0,17.74,2,2.4
DRV-0120,2026-03-14,24,17,7,3.21,1.0,8.05,2,6.8
DRV-0114,2024-08-18,13,9,4,3.78,2.0,7.59,0,1.2
DRV-0141,2024-06-08,30,6,24,3.16,2.0,19.45,2,2.2
DRV-0013,2025-04-29,6,3,3,3.31,5.0,8.57,3,2.5
DRV-0118,2025-10-29,35,16,19,4.87,3.0,11.18,3,7.8
DRV-0194,2024-06-18,23,4,19,3.24,5.0,14.81,2,4.7
DRV-0436,2024-06-18,27,8,19,4.23,1.0,17.76,0,1.0
DRV-0005,2025-10-24,35,10,25,3.69,2.0,18.3,3,5.7
DRV-0439,2025-02-11,38,14,24,4.82,0.0,17.8,0,2.8
DRV-0358,2024-08-01,16,7,9,4.9,2.0,16.37,0,2.3
DRV-0230,2025-01-01,28,24,4,5.0,1.0,13.9,2,0.7
DRV-0142,2024-04-16,7,4,3,4.95,1.0,7.03,0,0.9
DRV-0207,2024-07-03,30,22,8,3.11,1.0,8.37,1,0.3
DRV-0384,2025-08-27,5,3,2,4.14,2.0,14.02,3,3.5
DRV-0088,2026-03-04,7,6,1,4.29,1.0,10.85,1,7.6
DRV-0207,2025-10-03,39,16,23,3.7,3.0,19.8,3,2.2
DRV-0457,2024-05-03,13,9,4,3.38,2.0,7.34,1,4.2
DRV-0165,2024-09-15,14,9,5,3.26,4.0,13.09,3,0.3
DRV-0488,2025-04-28,17,7,10,4.57,2.0,14.6,1,6.2
DRV-0498,2025-03-28,9,4,5,4.04,1.0,11.56,2,2.5
DRV-0445,2025-11-17,40,19,21,3.15,2.0,12.23,2,0.6
DRV-0349,2025-09-13,9,3,6,,4.0,9.58,3,2.0
DRV-0019,2024-11-19,5,4,1,3.39,5.0,18.11,3,4.4
DRV-0468,2025-08-14,6,3,3,4.73,0.0,14.55,3,7.4
DRV-0141,2024-12-11,6,4,2,3.82,0.0,14.6,0,7.2
DRV-0201,2024-06-11,18,9,9,3.62,5.0,13.38,3,4.4
DRV-0327,2024-10-14,5,3,2,3.21,5.0,7.53,2,5.3
DRV-0255,2026-01-12,40,16,24,4.55,1.0,6.45,3,0.4
DRV-0241,2025-06-19,15,11,4,3.66,0.0,6.28,0,4.4
DRV-0232,2025-02-12,24,21,3,2.5,5.0,11.06,2,3.8
DRV-0025,2024-07-18,5,3,2,4.95,1.0,16.79,2,3.9
DRV-0303,2024-05-15,9,4,5,4.6,3.0,7.85,2,0.1
DRV-0327,2025-01-14,40,19,21,3.28,,18.08,3,5.4
DRV-0029,2025-05-14,17,7,10,3.7,4.0,19.28,3,2.1
DRV-0211,2025-02-10,13,10,3,4.87,5.0,19.85,3,4.8
DRV-0134,2024-05-20,23,19,4,4.99,5.0,14.45,1,4.1
DRV-0051,2024-08-04,6,5,1,4.57,1.0,6.24,1,7.4
DRV-0086,2026-03-02,36,27,9,4.97,0.0,18.98,3,7.4
DRV-0095,2024-11-21,28,21,7,4.33,3.0,11.95,2,5.0
DRV-0261,2025-11-04,29,18,11,4.45,3.0,14.31,2,0.6
DRV-0058,2024-08-07,16,5,11,4.88,3.0,16.61,2,6.2
DRV-0246,2025-11-14,22,6,16,3.78,1.0,7.17,3,6.7
DRV-0225,2026-01-27,21,13,8,3.38,0.0,11.82,2,0.3
DRV-0111,2024-08-31,32,23,9,2.54,0.0,13.4,3,1.5
DRV-0370,2025-06-24,31,24,7,3.04,4.0,14.22,3,1.4
DRV-0166,2025-01-18,39,8,31,3.43,5.0,18.27,0,2.6
DRV-0102,2025-05-27,36,31,5,4.98,3.0,19.51,2,0.8
DRV-0385,2025-05-27,35,21,14,4.23,2.0,11.89,1,5.0
DRV-0409,2025-05-20,5,4,1,3.32,5.0,19.86,2,6.6
DRV-0385,2025-08-20,30,28,2,4.5,0.0,16.45,1,3.9
DRV-0001,2024-11-17,7,2,5,3.91,2.0,17.3,0,4.1
DRV-0358,2026-02-08,17,13,4,3.36,0.0,19.76,1,7.8
DRV-0040,2024-06-02,15,11,4,4.05,5.0,9.82,0,6.3
DRV-0359,2024-08-06,17,9,8,3.93,2.0,18.69,1,1.0
DRV-0015,2025-08-14,21,19,2,,0.0,10.24,1,7.1
DRV-0462,2026-03-13,26,4,22,,5.0,14.44,1,2.2
DRV-0483,2026-03-26,15,7,8,4.55,2.0,7.17,0,2.9
DRV-0456,2025-04-04,29,21,8,3.9,5.0,19.24,0,6.2
DRV-0016,2025-07-02,40,22,18,4.65,4.0,16.95,2,3.5
DRV-0293,2025-09-16,10,4,6,3.92,4.0,15.11,3,1.0
DRV-0176,2025-09-02,26,25,1,4.89,0.0,10.67,3,4.1
DRV-0493,2025-07-04,10,5,5,3.9,0.0,12.2,1,2.9
DRV-0194,2024-08-22,9,7,2,2.5,3.0,12.23,0,3.6
DRV-0363,2024-04-23,37,11,26,2.81,5.0,12.02,2,6.0
DRV-0307,2025-03-07,33,25,8,4.95,0.0,10.72,2,6.2
DRV-0233,2026-03-08,37,8,29,3.86,1.0,17.18,2,1.5
DRV-0094,2024-11-28,32,25,7,4.56,5.0,16.35,1,7.9
DRV-0270,2025-11-07,33,30,3,3.55,4.0,11.62,2,1.3
DRV-0086,2024-11-06,27,17,10,,0.0,10.69,3,6.1
DRV-0258,2024-10-14,16,5,11,4.0,0.0,12.93,2,4.3
DRV-0158,2024-12-29,39,2,37,3.89,1.0,18.27,2,4.3
DRV-0032,2026-02-19,34,33,1,3.86,3.0,10.72,0,5.1
DRV-0239,2024-08-01,15,9,6,,3.0,10.8,0,5.6
DRV-0322,2025-01-05,27,13,14,,1.0,17.78,2,7.3
DRV-0357,2025-02-11,12,6,6,3.84,4.0,16.34,1,7.6
DRV-0037,2025-10-15,20,16,4,2.79,5.0,12.61,1,2.3
DRV-0237,2026-04-07,16,9,7,3.59,4.0,8.78,0,5.9
DRV-0189,2025-04-08,18,13,5,3.72,5.0,8.04,0,4.1
DRV-0191,2025-07-02,32,30,2,4.03,3.0,14.82,1,5.8
DRV-0224,2025-10-21,31,22,9,4.64,4.0,16.41,3,4.3
DRV-0396,2024-06-15,32,28,4,3.77,0.0,9.37,0,2.2
DRV-0401,2024-11-20,36,22,14,3.98,4.0,19.04,3,3.1
DRV-0064,2025-11-18,8,5,3,4.67,1.0,11.73,3,5.7
DRV-0424,2025-03-10,29,5,24,3.49,4.0,10.13,0,7.3
DRV-0205,2024-07-20,25,19,6,3.24,2.0,15.01,1,4.0
DRV-0500,2026-02-19,10,8,2,2.99,2.0,16.73,3,0.6
DRV-0393,2025-04-06,40,33,7,2.56,2.0,15.81,3,2.4
DRV-0152,2026-04-04,28,22,6,3.62,1.0,17.51,1,2.4
DRV-0259,2025-08-26,16,7,9,,1.0,19.31,2,0.2
DRV-0353,2024-09-11,12,10,2,3.42,0.0,15.77,0,4.5
DRV-0055,2026-02-10,34,23,11,2.5,4.0,11.0,0,2.9
DRV-0099,2025-02-15,8,6,2,3.75,3.0,16.85,1,7.7
DRV-0308,2024-09-23,6,3,3,3.73,1.0,19.2,1,6.9
DRV-0017,2024-10-28,21,17,4,,1.0,17.13,2,2.0
DRV-0027,2025-10-11,23,22,1,3.6,5.0,14.58,3,4.4
DRV-0131,2024-12-13,19,5,14,4.79,0.0,9.42,2,3.5
DRV-0499,2025-01-31,11,7,4,3.67,3.0,11.88,2,3.8
DRV-0345,2025-12-30,16,8,8,4.3,1.0,12.52,3,0.6
DRV-0164,2024-09-19,6,5,1,3.71,0.0,9.39,3,5.3
DRV-0118,2025-01-03,15,14,1,2.93,1.0,7.92,0,2.0
DRV-0015,2024-11-17,37,30,7,,2.0,17.46,3,4.1
DRV-0369,2025-06-24,7,5,2,4.2,0.0,17.25,1,4.1
DRV-0056,2025-11-10,16,10,6,2.99,3.0,8.8,3,7.1
DRV-0409,2026-01-03,9,7,2,3.82,5.0,15.74,1,1.2
DRV-0195,2024-04-23,8,7,1,3.33,0.0,9.34,0,5.5
DRV-0273,2025-12-30,30,22,8,4.61,0.0,18.18,2,6.2
DRV-0231,2024-09-12,13,10,3,4.99,4.0,13.93,3,6.4
DRV-0436,2024-07-03,16,14,2,4.43,4.0,9.28,3,1.6
DRV-0491,2025-06-16,28,3,25,4.22,3.0,16.92,3,4.6
DRV-0038,2026-03-02,39,38,1,3.92,1.0,19.96,0,1.7
DRV-0070,2024-12-02,13,12,1,3.87,1.0,12.6,3,7.7
DRV-0421,2024-08-09,29,5,24,3.51,3.0,11.62,1,5.3
DRV-0067,2026-02-06,12,3,9,3.96,0.0,13.54,0,3.2
DRV-0455,2024-12-15,10,6,4,4.71,5.0,6.38,0,2.8
DRV-0246,2024-05-17,40,13,27,3.08,5.0,19.5,1,4.7
DRV-0323,2025-01-01,40,21,19,3.51,3.0,9.27,1,5.1
DRV-0173,2024-04-23,12,10,2,3.19,0.0,19.78,1,3.7
DRV-0457,2025-05-05,17,9,8,4.33,1.0,7.52,1,2.7
DRV-0482,2025-05-29,13,4,9,2.55,2.0,14.35,0,1.0
