feedback_id,order_id,customer_id,rating,comment,feedback_date,feedback_type,would_recommend
FD-00006140,ORD-00054310,CUST-18678,1,Could be better,2024-08-01 05:00:18,delivery,True
FD-00006141,ORD-00010131,CUST-00288,2,,2024-07-10 07:00:18,delivery,True
FD-00006142,ORD-00075540,CUST-07834,2,Would order again,2025-12-19 05:00:18,service,True
FD-00006143,ORD-00066928,CUST-18901,5,,2026-02-01 08:00:18,service,True
FD-00006144,ORD-00094195,CUST-03658,4,Could be better,2026-03-26 09:00:18,packaging,True
FD-00006145,ORD-00010793,CUST-00480,2,,2025-07-20 09:00:18,packaging,False
FD-00006146,ORD-00094528,CUST-14151,5,,2025-03-08 22:00:18,delivery,False
FD-00006147,ORD-00053821,CUST-01843,4,,2024-11-22 11:00:18,packaging,True
FD-00006148,ORD-00016098,CUST-16081,4,,2026-02-26 10:00:18,service,True
FD-00006149,ORD-00089821,CUST-13694,1,Excellent service,2024-11-16 02:00:18,packaging,False
FD-00006150,ORD-00047962,CUST-10695,4,On time,2026-01-11 03:00:18,packaging,True
FD-00006151,ORD-00096871,CUST-06575,2,Could be better,2024-12-08 04:00:18,delivery,True
FD-00006152,ORD-00099709,CUST-01729,4,,2026-03-15 00:00:18,packaging,True
FD-00006153,ORD-00058365,CUST-13089,5,,2025-10-13 23:00:18,service,True
FD-00006154,ORD-00032799,CUST-16850,3,Could be better,2026-02-04 05:00:18,packaging,True
FD-00006155,ORD-00026293,CUST-17623,1,Great delivery!,2025-05-03 20:00:18,delivery,False
FD-00006156,ORD-00020955,CUST-02067,3,Good,2024-06-14 13:00:18,service,True
FD-00006157,ORD-00095471,CUST-13017,2,Would order again,2025-03-26 15:00:18,service,False
FD-00006158,ORD-00074891,CUST-15729,5,Good,2026-01-09 12:00:18,service,True
FD-00006159,ORD-00019924,CUST-14089,4,Excellent service,2024-06-10 13:00:18,delivery,True
FD-00006160,ORD-00051784,CUST-00531,1,Recommended!,2025-08-18 21:00:18,packaging,False
FD-00006161,ORD-00041952,CUST-09258,5,Could be better,2026-02-06 23:00:18,service,True
FD-00006162,ORD-00082820,CUST-16780,3,Not happy,2025-02-23 00:00:18,packaging,False
FD-00006163,ORD-00001655,CUST-15007,5,Late delivery,2025-08-26 03:00:18,delivery,True
FD-00006164,ORD-00008318,CUST-11126,4,Could be better,2024-05-05 12:00:18,service,False
FD-00006165,ORD-00051507,CUST-15526,5,,2024-05-25 16:00:18,delivery,True
FD-00006166,ORD-00098504,CUST-10816,2,,2024-09-21 13:00:18,service,False
FD-00006167,ORD-00031302,CUST-17329,5,Could be better,2025-02-10 18:00:18,delivery,True
FD-00006168,ORD-00018377,CUST-00552,2,Great delivery!,2024-08-31 12:00:18,packaging,True
FD-00006169,ORD-00065346,CUST-02839,5,Excellent service,2026-02-14 21:00:18,service,True
FD-00006170,ORD-00038371,CUST-15104,3,Great delivery!,2026-01-24 04:00:18,service,False
FD-00006171,ORD-00015074,CUST-06133,2,Not happy,2026-03-30 08:00:18,service,True
FD-00006172,ORD-00066317,CUST-04477,5,On time,2026-04-06 13:00:18,service,True
FD-00006173,ORD-00010784,CUST-14175,3,,2025-04-30 16:00:18,packaging,True
FD-00006174,ORD-00078753,CUST-01853,1,Late delivery,2024-09-25 03:00:18,packaging,False
FD-00006175,ORD-00026531,CUST-13705,1,Good,2026-01-27 09:00:18,packaging,False
FD-00006176,ORD-00083944,CUST-15002,5,Could be better,2025-05-06 11:00:18,packaging,False
FD-00006177,ORD-00026323,CUST-05615,5,,2025-06-08 07:00:18,service,False
FD-00006178,ORD-00094187,CUST-11748,3,Could be better,2025-05-07 20:00:18,packaging,False
FD-00006179,ORD-00084031,CUST-00428,2,,2025-10-20 09:00:18,packaging,True
FD-00006180,ORD-00080402,CUST-13682,5,Could be better,2024-09-24 14:00:18,delivery,True
FD-00006181,ORD-00088748,CUST-06549,3,On time,2025-01-25 06:00:18,service,True
FD-00006182,ORD-00097593,CUST-09870,5,Good,2024-06-21 10:00:18,delivery,False
FD-00006183,ORD-00004968,CUST-18928,3,Very fast,2024-08-10 14:00:18,delivery,False
FD-00006184,ORD-00036588,CUST-04384,2,Not happy,2024-06-13 04:00:18,packaging,True
FD-00006185,ORD-00068273,CUST-17275,2,Good,2025-09-29 04:00:18,delivery,True
FD-00006186,ORD-00042348,CUST-04947,2,Very fast,2026-02-20 03:00:18,service,False
FD-00006187,ORD-00051199,CUST-09979,3,Very fast,2025-06-15 14:00:18,packaging,True
FD-00006188,ORD-00090339,CUST-19005,2,Great delivery!,2026-04-11 23:00:18,service,False
FD-00006189,ORD-00048115,CUST-09210,1,,2024-07-21 08:00:18,packaging,False
FD-00006190,ORD-00031014,CUST-09338,4,,2025-06-28 00:00:18,packaging,True
FD-00006191,ORD-00051925,CUST-13205,4,Late delivery,2026-02-16 16:00:18,delivery,False
FD-00006192,ORD-00037316,CUST-06350,1,,2025-07-01 02:00:18,service,False
FD-00006193,ORD-00082177,CUST-15734,1,,2025-08-20 09:00:18,packaging,False
FD-00006194,ORD-00008114,CUST-12561,2,Good,2025-04-19 13:00:18,delivery,True
FD-00006195,ORD-00027162,CUST-11322,2,,2025-01-01 15:00:18,packaging,False
FD-00006196,ORD-00098944,CUST-10833,3,Would order again,2024-08-09 11:00:18,packaging,True
FD-00006197,ORD-00024175,CUST-10428,3,,2024-07-31 12:00:18,service,False
FD-00006198,ORD-00033391,CUST-17229,4,Package damaged,2024-08-08 01:00:18,service,False
FD-00006199,ORD-00071252,CUST-13763,4,,2026-02-24 09:00:18,service,True
FD-00006200,ORD-00078996,CUST-19812,3,Great delivery!,2024-12-24 19:00:18,packaging,False
FD-00006201,ORD-00026644,CUST-15140,3,Could be better,2025-06-07 03:00:18,delivery,False
FD-00006202,ORD-00096347,CUST-19067,3,Good,2024-10-02 23:00:18,packaging,True
FD-00006203,ORD-00056941,CUST-17168,2,Great delivery!,2025-11-16 01:00:18,service,False
FD-00006204,ORD-00023188,CUST-08275,3,,2024-08-18 14:00:18,delivery,False
FD-00006205,ORD-00039259,CUST-12424,1,Would order again,2025-07-12 05:00:18,delivery,False
FD-00006206,ORD-00054782,CUST-13216,1,Not happy,2025-07-17 05:00:18,delivery,False
FD-00006207,ORD-00015638,CUST-08436,4,Package damaged,2024-05-26 17:00:18,delivery,False
FD-00006208,ORD-00096719,CUST-01224,5,Late delivery,2025-07-14 02:00:18,service,True
FD-00006209,ORD-00071699,CUST-03436,3,Good,2026-03-11 16:00:18,service,False
FD-00006210,ORD-00081848,CUST-09289,1,Recommended!,2024-09-22 13:00:18,packaging,False
FD-00006211,ORD-00050415,CUST-15464,3,Very fast,2026-01-23 08:00:18,packaging,False
FD-00006212,ORD-00065320,CUST-10260,3,Good,2024-12-03 13:00:18,service,False
FD-00006213,ORD-00087122,CUST-06374,1,Great delivery!,2025-04-16 09:00:18,delivery,True
FD-00006214,ORD-00003339,CUST-12339,2,,2026-03-11 01:00:18,delivery,False
FD-00006215,ORD-00027775,CUST-12248,5,Great delivery!,2025-05-21 10:00:18,delivery,False
FD-00006216,ORD-00030891,CUST-16466,4,On time,2024-06-22 13:00:18,service,False
FD-00006217,ORD-00023287,CUST-14292,5,,2026-03-24 19:00:18,packaging,True
FD-00006218,ORD-00005473,CUST-16291,3,,2025-07-13 18:00:18,service,False
FD-00006219,ORD-00091687,CUST-15552,2,,2024-10-15 13:00:18,delivery,True
FD-00006220,ORD-00061740,CUST-16610,5,Great delivery!,2024-10-28 04:00:18,service,True
FD-00006221,ORD-00037940,CUST-00114,2,Recommended!,2025-05-25 19:00:18,delivery,False
FD-00006222,ORD-00083409,CUST-19432,1,Good,2025-07-17 14:00:18,service,False
FD-00006223,ORD-00029894,CUST-01210,5,Great delivery!,2025-08-09 12:00:18,packaging,False
FD-00006224,ORD-00074120,CUST-06510,5,Late delivery,2024-05-22 22:00:18,service,False
FD-00006225,ORD-00018396,CUST-07641,4,,2025-06-12 00:00:18,packaging,False
FD-00006226,ORD-00030994,CUST-02776,5,On time,2025-09-08 10:00:18,packaging,True
FD-00006227,ORD-00020344,CUST-06320,5,,2026-01-26 13:00:18,service,False
FD-00006228,ORD-00043686,CUST-11191,5,Recommended!,2025-05-31 18:00:18,delivery,False
FD-00006229,ORD-00084703,CUST-06388,5,,2026-03-28 20:00:18,packaging,False
FD-00006230,ORD-00043145,CUST-05934,1,Good,2025-11-24 08:00:18,service,True
FD-00006231,ORD-00023373,CUST-03164,1,,2025-07-17 01:00:18,service,True
FD-00006232,ORD-00021905,CUST-02168,4,Excellent service,2025-11-10 17:00:18,delivery,True
FD-00006233,ORD-00058995,CUST-00959,1,Very fast,2024-11-10 10:00:18,packaging,False
FD-00006234,ORD-00024973,CUST-14634,2,Great delivery!,2026-01-19 02:00:18,service,False
FD-00006235,ORD-00039386,CUST-01284,2,,2026-02-05 12:00:18,service,False
FD-00006236,ORD-00000993,CUST-18091,5,,2025-05-13 20:00:18,packaging,True
FD-00006237,ORD-00019354,CUST-14654,1,Great delivery!,2025-09-06 21:00:18,delivery,False
FD-00006238,ORD-00099518,CUST-13138,1,On time,2025-10-30 06:00:18,delivery,True
FD-00006239,ORD-00076606,CUST-11312,3,Late delivery,2024-04-27 22:00:18,packaging,False
FD-00006240,ORD-00085719,CUST-03646,2,On time,2024-07-31 13:00:18,service,True
FD-00006241,ORD-00038586,CUST-16441,5,On time,2025-10-24 19:00:18,packaging,False
FD-00006242,ORD-00066628,CUST-11946,2,,2025-08-04 01:00:18,packaging,True
FD-00006243,ORD-00045865,CUST-07486,1,Very fast,2026-03-07 10:00:18,delivery,True
FD-00006244,ORD-00003443,CUST-11031,4,On time,2024-12-05 06:00:18,packaging,True
FD-00006245,ORD-00085788,CUST-00943,4,Good,2025-12-12 09:00:18,delivery,True
FD-00006246,ORD-00004218,CUST-12964,3,Package damaged,2024-05-16 21:00:18,service,False
FD-00006247,ORD-00044562,CUST-12274,4,Package damaged,2025-03-23 19:00:18,delivery,True
FD-00006248,ORD-00068660,CUST-02935,4,Late delivery,,service,False
FD-00006249,ORD-00077096,CUST-19145,5,,2026-02-06 00:00:18,packaging,False
FD-00006250,ORD-00059248,CUST-08691,4,Excellent service,2024-08-15 13:00:18,service,False
FD-00006251,ORD-00030009,CUST-12249,3,Good,2025-09-13 06:00:18,service,False
FD-00006252,ORD-00059992,CUST-07460,3,Package damaged,2025-11-12 15:00:18,delivery,True
FD-00006253,ORD-00078312,CUST-16663,1,Excellent service,2025-08-22 21:00:18,packaging,False
FD-00006254,ORD-00038986,CUST-03948,3,Package damaged,2026-02-02 17:00:18,delivery,False
FD-00006255,ORD-00039889,CUST-13539,3,,2025-03-31 16:00:18,delivery,True
FD-00006256,ORD-00024546,CUST-06566,1,Late delivery,2025-02-09 00:00:18,delivery,False
FD-00006257,ORD-00022586,CUST-19977,2,Not happy,2025-01-24 20:00:18,packaging,True
FD-00006258,ORD-00004417,CUST-17247,1,,2026-01-31 19:00:18,service,True
FD-00006259,ORD-00010955,CUST-14004,2,,2024-12-25 14:00:18,service,True
FD-00006260,ORD-00093687,CUST-02864,1,Very fast,2024-12-20 16:00:18,packaging,True
FD-00006261,ORD-00053679,CUST-13973,2,,2026-01-27 02:00:18,delivery,False
FD-00006262,ORD-00057509,CUST-09162,3,,2025-02-01 17:00:18,delivery,False
FD-00006263,ORD-00039825,CUST-16234,1,,2026-02-28 04:00:18,delivery,True
FD-00006264,ORD-00035132,CUST-15882,4,Recommended!,2024-08-16 06:00:18,service,True
FD-00006265,ORD-00073254,CUST-15733,5,,2026-03-17 05:00:18,service,False
FD-00006266,ORD-00015428,CUST-19873,4,,2024-06-26 01:00:18,packaging,True
FD-00006267,ORD-00036287,CUST-09826,4,Not happy,2025-07-25 02:00:18,packaging,True
FD-00006268,ORD-00013729,CUST-06109,5,,2024-09-15 03:00:18,delivery,True
FD-00006269,ORD-00020512,CUST-04982,2,Recommended!,2025-12-01 21:00:18,delivery,True
FD-00006270,ORD-00064255,CUST-08477,5,Good,2024-05-08 19:00:18,delivery,True
FD-00006271,ORD-00069682,CUST-07972,3,Good,2025-11-30 08:00:18,service,True
FD-00006272,ORD-00036649,CUST-07313,1,Would order again,2025-03-23 09:00:18,packaging,False
FD-00006273,ORD-00078361,CUST-10137,5,Great delivery!,2025-01-22 20:00:18,service,True
FD-00006274,ORD-00058140,CUST-17392,3,,2024-11-27 14:00:18,service,False
FD-00006275,ORD-00029129,CUST-02791,5,On time,2024-10-30 15:00:18,packaging,False
FD-00006276,ORD-00092576,CUST-08278,4,Recommended!,2024-11-09 05:00:18,service,True
FD-00006277,ORD-00062659,CUST-09765,2,,2026-04-09 23:00:18,service,True
FD-00006278,ORD-00021563,CUST-10780,1,,2024-09-14 14:00:18,service,True
FD-00006279,ORD-00073572,CUST-10983,5,On time,2024-11-12 17:00:18,service,False
FD-00006280,ORD-00011696,CUST-11868,2,Could be better,2024-09-14 04:00:18,service,False
FD-00006281,ORD-00011199,CUST-06640,3,Would order again,2025-10-03 23:00:18,service,True
FD-00006282,ORD-00055494,CUST-01814,4,Good,2025-04-30 01:00:18,service,True
FD-00006283,ORD-00078964,CUST-04913,5,,2025-02-02 16:00:18,packaging,False
FD-00006284,ORD-00071190,CUST-09053,2,,2025-02-17 07:00:18,delivery,False
FD-00006285,ORD-00053447,CUST-03284,5,Very fast,2026-01-12 14:00:18,packaging,True
FD-00006286,ORD-00000230,CUST-01612,2,Not happy,2025-06-02 05:00:18,delivery,False
FD-00006287,ORD-00011415,CUST-02493,4,,2025-03-14 21:00:18,packaging,True
FD-00006288,ORD-00074171,CUST-07970,5,Great delivery!,2025-01-07 08:00:18,service,False
FD-00006289,ORD-00035661,CUST-11302,2,,2024-07-12 06:00:18,packaging,True
FD-00006290,ORD-00095252,CUST-13283,4,Great delivery!,2025-10-04 11:00:18,delivery,True
FD-00006291,ORD-00079504,CUST-09054,4,Excellent service,2025-09-22 20:00:18,delivery,True
FD-00006292,ORD-00078817,CUST-10400,5,On time,2026-01-03 04:00:18,service,False
FD-00006293,ORD-00079131,CUST-08107,5,Very fast,2025-08-28 20:00:18,service,False
FD-00006294,ORD-00035999,CUST-11170,1,On time,2024-08-18 03:00:18,service,False
FD-00006295,ORD-00074249,CUST-02419,5,,2024-11-10 02:00:18,delivery,False
FD-00006296,ORD-00006060,CUST-00480,2,Good,2024-05-05 21:00:18,service,False
FD-00006297,ORD-00043542,CUST-16577,3,,2025-03-11 06:00:18,service,True
FD-00006298,ORD-00003276,CUST-10264,4,Excellent service,2024-08-01 10:00:18,packaging,False
FD-00006299,ORD-00077325,CUST-07241,3,Not happy,2025-11-24 20:00:18,delivery,False
FD-00006300,ORD-00091428,CUST-04008,3,Excellent service,2025-06-10 09:00:18,packaging,False
FD-00006301,ORD-00027298,CUST-13255,5,,2025-03-04 22:00:18,packaging,True
FD-00006302,ORD-00032233,CUST-18420,2,Could be better,2025-07-28 07:00:18,delivery,True
FD-00006303,ORD-00038844,CUST-03110,5,On time,2024-10-26 18:00:18,packaging,True
FD-00006304,ORD-00044452,CUST-13902,4,Package damaged,2025-11-15 11:00:18,packaging,False
FD-00006305,ORD-00055652,CUST-03079,1,Very fast,2024-12-13 09:00:18,delivery,True
FD-00006306,ORD-00063461,CUST-09858,1,,2024-11-03 07:00:18,packaging,True
FD-00006307,ORD-00013998,CUST-01798,2,Could be better,2025-07-24 20:00:18,service,False
FD-00006308,ORD-00096772,CUST-07883,1,Great delivery!,2025-11-17 13:00:18,service,True
FD-00006309,ORD-00021381,CUST-12172,2,Would order again,2025-05-08 02:00:18,packaging,True
FD-00006310,ORD-00013981,CUST-03957,3,,2024-09-20 12:00:18,delivery,True
FD-00006311,ORD-00035514,CUST-05763,5,Great delivery!,2025-09-03 21:00:18,packaging,False
FD-00006312,ORD-00097604,CUST-19040,3,Recommended!,,delivery,False
FD-00006313,ORD-00084355,CUST-05918,5,Late delivery,2025-04-14 15:00:18,packaging,False
FD-00006314,ORD-00052479,CUST-17824,2,On time,2024-09-14 20:00:18,packaging,False
FD-00006315,ORD-00043963,CUST-16911,4,Would order again,2026-02-16 20:00:18,service,False
FD-00006316,ORD-00064351,CUST-16647,4,Could be better,2025-03-30 01:00:18,packaging,True
FD-00006317,ORD-00012227,CUST-12805,2,Good,2025-05-06 21:00:18,delivery,True
FD-00006318,ORD-00037455,CUST-04845,4,,2026-03-20 02:00:18,packaging,True
FD-00006319,ORD-00051087,CUST-05265,5,Recommended!,2026-03-30 03:00:18,service,False
FD-00006320,ORD-00039353,CUST-10634,4,,2024-12-08 00:00:18,service,True
FD-00006321,ORD-00067128,CUST-00424,3,,2025-01-22 11:00:18,packaging,True
FD-00006322,ORD-00001831,CUST-17080,3,Late delivery,2025-05-09 23:00:18,packaging,False
FD-00006323,ORD-00067664,CUST-04284,5,Could be better,2025-04-04 09:00:18,packaging,True
FD-00006324,ORD-00088251,CUST-07913,1,Could be better,2026-01-15 15:00:18,service,True
FD-00006325,ORD-00026122,CUST-06781,4,Could be better,2026-02-24 09:00:18,packaging,True
FD-00006326,ORD-00005046,CUST-18164,5,Excellent service,2025-12-10 18:00:18,packaging,True
FD-00006327,ORD-00014965,CUST-06994,3,Good,,delivery,False
FD-00006328,ORD-00000071,CUST-03554,5,Would order again,2026-03-14 05:00:18,packaging,False
FD-00006329,ORD-00043664,CUST-15183,3,Not happy,2026-02-01 12:00:18,service,True
FD-00006330,ORD-00014385,CUST-11429,4,,2026-03-18 00:00:18,packaging,True
FD-00006331,ORD-00057985,CUST-03560,5,Very fast,2024-08-07 18:00:18,packaging,False
FD-00006332,ORD-00062123,CUST-04132,2,,2024-05-18 19:00:18,service,True
FD-00006333,ORD-00061647,CUST-16242,3,Could be better,2024-04-19 01:00:18,packaging,True
FD-00006334,ORD-00013284,CUST-15862,3,,2025-04-29 05:00:18,delivery,False
FD-00006335,ORD-00097488,CUST-06095,2,,2024-06-21 17:00:18,packaging,True
FD-00006336,ORD-00015255,CUST-13929,4,,2025-11-10 19:00:18,service,False
FD-00006337,ORD-00065358,CUST-08858,3,Would order again,2025-09-19 13:00:18,delivery,False
FD-00006338,ORD-00084287,CUST-17312,2,Good,2025-10-13 09:00:18,delivery,True
FD-00006339,ORD-00011067,CUST-02072,4,,2024-09-12 09:00:18,delivery,True
FD-00006340,ORD-00085560,CUST-04756,2,On time,2025-07-10 16:00:18,packaging,False
FD-00006341,ORD-00063742,CUST-18044,3,Very fast,2025-08-14 15:00:18,service,False
FD-00006342,ORD-00010600,CUST-17123,5,Excellent service,2025-02-17 03:00:18,service,False
FD-00006343,ORD-00051302,CUST-03973,2,,2024-10-07 07:00:18,service,False
FD-00006344,ORD-00083236,CUST-12336,2,,2025-12-31 17:00:18,packaging,False
FD-00006345,ORD-00069245,CUST-01215,1,Good,2025-07-07 07:00:18,delivery,False
FD-00006346,ORD-00083349,CUST-19823,4,Could be better,2024-09-28 23:00:18,delivery,True
FD-00006347,ORD-00046741,CUST-10081,3,Package damaged,2024-09-21 20:00:18,delivery,True
FD-00006348,ORD-00005275,CUST-05515,1,Package damaged,2026-03-26 05:00:18,delivery,True
FD-00006349,ORD-00043911,CUST-13192,3,Very fast,2026-03-21 04:00:18,service,True
FD-00006350,ORD-00046254,CUST-04263,3,Great delivery!,2025-06-22 03:00:18,packaging,False
FD-00006351,ORD-00061061,CUST-18578,2,Good,2024-06-26 16:00:18,packaging,False
FD-00006352,ORD-00026763,CUST-17740,4,,2025-12-17 18:00:18,packaging,False
FD-00006353,ORD-00036827,CUST-09361,4,Late delivery,2025-10-13 04:00:18,packaging,False
FD-00006354,ORD-00091676,CUST-13163,3,Great delivery!,2024-08-17 17:00:18,service,True
FD-00006355,ORD-00014676,CUST-17151,1,,2025-01-16 09:00:18,delivery,True
FD-00006356,ORD-00009054,CUST-19840,4,,2025-04-28 00:00:18,delivery,True
FD-00006357,ORD-00063148,CUST-08528,2,Good,2025-06-26 15:00:18,packaging,True
FD-00006358,ORD-00006331,CUST-17178,1,On time,2024-09-18 04:00:18,packaging,False
FD-00006359,ORD-00078883,CUST-10100,4,Could be better,2025-09-27 13:00:18,delivery,False
FD-00006360,ORD-00055736,CUST-05390,5,Not happy,2024-10-22 10:00:18,service,True
FD-00006361,ORD-00078186,CUST-03567,1,Package damaged,2025-02-17 20:00:18,delivery,False
FD-00006362,ORD-00073684,CUST-07283,5,,2024-12-21 18:00:18,packaging,True
FD-00006363,ORD-00082006,CUST-09749,5,Good,2026-04-05 08:00:18,packaging,False
FD-00006364,ORD-00011022,CUST-13209,4,Package damaged,2024-05-28 21:00:18,delivery,False
FD-00006365,ORD-00053007,CUST-02623,2,Would order again,2025-03-21 21:00:18,service,False
FD-00006366,ORD-00087901,CUST-07324,1,Excellent service,2025-05-11 09:00:18,packaging,False
FD-00006367,ORD-00029732,CUST-18249,1,,2024-11-04 17:00:18,packaging,False
FD-00006368,ORD-00082459,CUST-07988,4,,2025-11-05 20:00:18,packaging,True
FD-00006369,ORD-00067509,CUST-10284,2,,2024-10-06 13:00:18,service,False
FD-00006370,ORD-00079641,CUST-15545,3,Late delivery,2025-08-25 23:00:18,service,False
FD-00006371,ORD-00053038,CUST-14051,4,Could be better,2024-05-18 22:00:18,delivery,True
FD-00006372,ORD-00009004,CUST-07476,4,On time,2026-02-03 17:00:18,packaging,True
FD-00006373,ORD-00018346,CUST-07760,2,Great delivery!,2025-06-13 01:00:18,delivery,False
FD-00006374,ORD-00008621,CUST-15151,5,Very fast,2025-12-24 04:00:18,service,True
FD-00006375,ORD-00050492,CUST-16953,3,Great delivery!,2026-03-11 03:00:18,service,True
FD-00006376,ORD-00053428,CUST-06972,5,Would order again,2026-02-17 17:00:18,service,True
FD-00006377,ORD-00066234,CUST-09524,4,Late delivery,2025-02-10 14:00:18,service,False
FD-00006378,ORD-00005781,CUST-17821,5,Very fast,2026-02-12 08:00:18,delivery,True
FD-00006379,ORD-00039840,CUST-13711,5,Could be better,2025-01-17 14:00:18,packaging,True
FD-00006380,ORD-00080504,CUST-16607,4,,2026-03-11 13:00:18,packaging,False
FD-00006381,ORD-00032108,CUST-07855,3,On time,2026-03-25 11:00:18,delivery,True
FD-00006382,ORD-00068934,CUST-00693,1,,2025-07-31 06:00:18,packaging,True
FD-00006383,ORD-00050919,CUST-12130,3,On time,2025-12-11 05:00:18,packaging,False
FD-00006384,ORD-00089031,CUST-07258,4,,2024-09-01 19:00:18,packaging,False
FD-00006385,ORD-00085396,CUST-03412,3,Could be better,2025-07-12 08:00:18,service,True
FD-00006386,ORD-00050269,CUST-12467,3,,2025-10-01 15:00:18,packaging,True
FD-00006387,ORD-00064560,CUST-02627,1,Excellent service,2024-08-03 02:00:18,service,False
FD-00006388,ORD-00037477,CUST-11253,3,Very fast,2025-05-12 08:00:18,packaging,True
FD-00006389,ORD-00082350,CUST-09354,2,Excellent service,2024-07-19 05:00:18,delivery,False
FD-00006390,ORD-00061751,CUST-15597,3,,2025-11-29 09:00:18,delivery,True
FD-00006391,ORD-00032081,CUST-11756,2,,2025-08-05 13:00:18,service,True
FD-00006392,ORD-00077480,CUST-06785,1,Could be better,2025-03-10 09:00:18,packaging,True
FD-00006393,ORD-00089449,CUST-17107,4,Late delivery,2025-01-22 18:00:18,service,False
FD-00006394,ORD-00032067,CUST-04108,2,Excellent service,2024-10-03 12:00:18,packaging,False
FD-00006395,ORD-00055317,CUST-10557,4,Not happy,2025-05-07 18:00:18,delivery,False
FD-00006396,ORD-00058377,CUST-18252,1,Excellent service,2025-06-14 01:00:18,delivery,False
FD-00006397,ORD-00018617,CUST-01660,2,On time,2026-01-28 15:00:18,packaging,True
FD-00006398,ORD-00092280,CUST-16132,4,,2025-04-29 16:00:18,service,False
FD-00006399,ORD-00073788,CUST-16997,2,Late delivery,2024-10-14 18:00:18,packaging,False
FD-00006400,ORD-00054804,CUST-00201,3,,2025-03-18 10:00:18,service,True
FD-00006401,ORD-00034913,CUST-03107,2,On time,2025-05-29 11:00:18,packaging,True
FD-00006402,ORD-00043816,CUST-13173,1,Excellent service,2024-11-29 04:00:18,service,False
FD-00006403,ORD-00009250,CUST-03866,5,Excellent service,2025-02-28 00:00:18,delivery,False
FD-00006404,ORD-00003641,CUST-03689,1,Late delivery,2025-07-20 23:00:18,service,False
FD-00006405,ORD-00052460,CUST-03139,5,Good,2025-03-01 02:00:18,packaging,True
FD-00006406,ORD-00044448,CUST-00846,2,Great delivery!,2025-08-10 06:00:18,service,True
FD-00006407,ORD-00094111,CUST-12698,3,Would order again,2025-02-08 03:00:18,packaging,False
FD-00006408,ORD-00023790,CUST-13319,5,Very fast,2025-01-19 11:00:18,packaging,False
FD-00006409,ORD-00089446,CUST-04219,4,Very fast,2025-02-13 04:00:18,packaging,False
FD-00006410,ORD-00007396,CUST-07881,2,Great delivery!,2025-08-21 07:00:18,delivery,True
FD-00006411,ORD-00003804,CUST-08349,2,Great delivery!,2025-09-11 12:00:18,packaging,True
FD-00006412,ORD-00063123,CUST-02423,2,,2025-11-01 19:00:18,delivery,False
FD-00006413,ORD-00056286,CUST-04935,1,Good,2024-09-27 22:00:18,service,True
FD-00006414,ORD-00018752,CUST-15046,1,,2025-03-04 00:00:18,service,False
FD-00006415,ORD-00063214,CUST-11997,4,Recommended!,2024-06-07 06:00:18,packaging,False
FD-00006416,ORD-00015600,CUST-04292,3,,2025-01-23 10:00:18,packaging,True
FD-00006417,ORD-00004336,CUST-16031,4,,2025-05-23 08:00:18,delivery,False
FD-00006418,ORD-00087811,CUST-10191,3,Very fast,2024-12-22 09:00:18,packaging,True
FD-00006419,ORD-00026388,CUST-14344,4,Not happy,2025-07-09 00:00:18,packaging,False
FD-00006420,ORD-00027514,CUST-15364,3,Good,2024-09-08 05:00:18,packaging,False
FD-00006421,ORD-00049404,CUST-08151,2,,2025-09-26 02:00:18,service,True
FD-00006422,ORD-00004386,CUST-08179,2,,2025-06-13 06:00:18,delivery,False
FD-00006423,ORD-00007309,CUST-16774,5,Would order again,2025-04-16 01:00:18,service,True
FD-00006424,ORD-00094552,CUST-01716,4,Would order again,2024-10-15 05:00:18,packaging,True
FD-00006425,ORD-00000042,CUST-01391,4,Very fast,2025-04-25 08:00:18,service,False
FD-00006426,ORD-00008020,CUST-06393,3,Very fast,2026-02-03 14:00:18,service,True
FD-00006427,ORD-00014248,CUST-02637,5,Could be better,2026-02-13 13:00:18,delivery,True
FD-00006428,ORD-00064601,CUST-02242,5,,2025-11-24 19:00:18,service,True
FD-00006429,ORD-00077966,CUST-09453,2,Good,2026-01-14 09:00:18,service,True
FD-00006430,ORD-00010666,CUST-07351,1,Would order again,2025-03-13 06:00:18,packaging,False
FD-00006431,ORD-00010343,CUST-05324,3,Very fast,2025-09-08 10:00:18,delivery,False
FD-00006432,ORD-00000561,CUST-02269,5,Excellent service,2025-02-23 02:00:18,packaging,False
FD-00006433,ORD-00003126,CUST-05917,2,Good,2026-02-25 16:00:18,delivery,True
FD-00006434,ORD-00025538,CUST-00338,5,Late delivery,,service,True
FD-00006435,ORD-00001972,CUST-18677,1,,2024-06-19 17:00:18,delivery,False
FD-00006436,ORD-00035856,CUST-11132,5,,2025-08-25 21:00:18,packaging,False
FD-00006437,ORD-00010069,CUST-18180,2,Would order again,2025-09-01 22:00:18,service,False
FD-00006438,ORD-00037556,CUST-05994,1,,2026-04-12 02:00:18,service,False
FD-00006439,ORD-00093208,CUST-17766,2,,2024-05-01 07:00:18,delivery,False
FD-00006440,ORD-00029923,CUST-04709,1,Late delivery,2024-08-11 03:00:18,delivery,False
FD-00006441,ORD-00055618,CUST-04725,3,Package damaged,2024-10-19 19:00:18,packaging,False
FD-00006442,ORD-00085435,CUST-01874,4,Good,2025-12-30 10:00:18,packaging,True
