timestamp,location_city,temperature_celsius,humidity_percent,wind_speed_kmh,wind_direction,condition,visibility_km
2024-11-13 03:52,Dortmund,15.7,47.3,8.5,NE,fog,49.2
2025-09-18 13:52,Frankfurt,-1.8,53.8,2.1,S,rain,15.9
2025-02-07 04:52,Cologne,,65.5,9.0,W,fog,47.3
2025-02-19 12:52,Cologne,31.1,96.4,0.3,S,cloudy,37.4
2024-08-07 06:52,Cologne,2.6,54.4,72.8,NW,clear,22.1
2025-08-07 16:52,Dortmund,,98.3,70.3,W,cloudy,7.3
2024-06-23 22:52,Hamburg,32.9,59.3,75.2,NE,cloudy,10.4
2026-03-30 19:52,Munich,7.9,73.4,66.6,SE,storm,20.1
2026-02-24 01:52,Munich,-4.1,59.3,64.9,NE,clear,43.2
2025-02-16 13:52,Dusseldorf,28.3,35.3,62.2,SE,cloudy,11.7
2024-06-03 12:52,Dusseldorf,1.2,,66.0,NW,snow,22.2
2024-11-26 21:52,Stuttgart,-11.3,81.8,54.3,W,rain,21.6
2024-07-19 05:52,Munich,25.6,59.7,38.9,SE,rain,12.6
2026-02-19 15:52,Dusseldorf,30.6,62.0,50.3,W,cloudy,30.3
2024-10-04 11:52,Cologne,,51.9,8.6,NW,fog,3.4
2024-07-26 13:52,Berlin,-14.4,40.2,27.1,NE,cloudy,45.3
2024-05-28 14:52,Dortmund,,,31.3,N,storm,35.4
2024-10-04 13:52,Cologne,20.5,88.2,64.8,SW,cloudy,24.9
2025-06-25 18:52,Hamburg,-13.1,57.4,45.7,N,fog,18.5
2024-12-22 01:52,Dusseldorf,-4.4,21.8,39.8,S,storm,43.4
2025-05-26 19:52,Berlin,7.0,39.3,41.8,W,rain,6.2
2025-02-02 20:52,Berlin,10.0,75.9,57.1,NW,cloudy,16.0
2026-01-29 07:52,Munich,-0.4,,23.9,E,snow,15.1
2025-07-24 23:52,Frankfurt,1.3,81.4,60.2,N,cloudy,43.2
2026-03-31 11:52,Leipzig,-1.8,32.6,34.0,S,snow,22.0
2025-04-22 17:52,Stuttgart,-11.4,33.0,24.7,SE,storm,39.0
2024-07-12 18:52,Dresden,9.4,,35.8,E,storm,30.6
2025-04-01 17:52,Munich,12.2,27.8,69.0,S,snow,14.1
2025-01-12 17:52,Dusseldorf,6.0,46.7,79.0,W,fog,17.2
2024-07-31 21:52,Cologne,11.9,71.4,29.4,NW,storm,21.5
2024-07-04 05:52,Munich,24.9,30.0,62.6,E,cloudy,12.1
2025-01-01 18:52,Berlin,8.6,96.1,56.1,E,snow,36.0
2025-07-31 08:52,Dusseldorf,,72.4,38.2,W,clear,28.2
2025-03-29 19:52,Hamburg,,99.1,63.6,E,storm,9.0
2026-01-17 09:52,Dortmund,-14.8,85.1,36.3,NW,storm,38.8
2024-11-03 13:52,Frankfurt,-9.0,40.3,28.1,NW,clear,46.9
2025-01-14 13:52,Dortmund,-3.4,40.7,67.9,NW,rain,26.3
2025-07-06 02:52,Leipzig,14.8,20.2,22.2,SW,fog,35.2
2025-03-17 14:52,Frankfurt,18.2,81.6,33.1,W,rain,11.6
2024-06-28 05:52,Dresden,29.5,83.4,28.5,N,cloudy,49.4
2024-12-14 13:52,Stuttgart,1.9,37.8,56.8,N,fog,35.4
2025-09-25 20:52,Munich,27.1,21.1,49.9,N,snow,23.7
2025-03-29 01:52,Frankfurt,17.9,48.9,56.5,NW,rain,10.8
2024-06-18 03:52,Dresden,-4.9,73.7,66.3,NE,storm,0.8
2026-01-27 09:52,Dusseldorf,-1.2,,59.7,SW,storm,35.7
2025-03-02 20:52,Hamburg,-11.7,40.9,70.2,NE,rain,27.2
2024-04-28 19:52,Cologne,7.2,,63.6,N,rain,48.2
2024-09-26 07:52,Munich,-14.0,27.0,9.1,S,fog,43.1
2025-09-27 18:52,Hamburg,-0.8,56.2,42.6,NW,fog,41.7
2024-12-01 17:52,Munich,-0.1,68.1,10.3,NE,snow,29.0
2025-03-21 20:52,Stuttgart,-14.0,80.0,23.9,SW,rain,45.5
2025-07-19 17:52,Dresden,17.2,82.1,50.7,E,snow,2.9
2024-11-04 16:52,Hamburg,-10.8,71.1,32.7,SE,snow,36.7
2025-01-24 13:52,Dusseldorf,9.6,51.1,45.1,W,cloudy,39.8
2024-08-09 13:52,Dortmund,15.3,39.1,28.7,E,clear,6.9
2024-06-27 07:52,Dresden,-1.2,55.2,10.2,S,storm,9.6
2025-12-16 23:52,Leipzig,9.2,51.9,9.1,SE,storm,20.5
2024-09-25 13:52,Dortmund,34.6,94.3,18.8,N,storm,43.8
2026-02-05 23:52,Berlin,18.5,34.2,68.1,S,snow,11.1
2024-11-03 18:52,Hamburg,-4.3,83.9,66.6,NW,snow,29.1
2025-11-13 16:52,Dortmund,-12.7,,36.2,N,storm,16.6
2024-10-01 08:52,Leipzig,28.7,32.1,73.6,NE,snow,15.7
2025-02-07 07:52,Cologne,34.4,90.0,47.6,E,cloudy,3.7
2025-11-22 22:52,Frankfurt,21.0,68.5,23.0,E,snow,11.2
2025-01-12 17:52,Dusseldorf,11.3,33.5,29.0,S,snow,14.3
2025-10-31 08:52,Munich,16.1,64.4,3.6,SE,fog,21.5
2024-05-03 00:52,Leipzig,12.3,,38.5,NE,clear,39.2
2026-04-01 06:52,Dresden,32.9,28.8,3.0,NE,storm,23.6
2024-08-31 11:52,Dresden,1.4,77.6,13.4,NE,snow,11.7
2026-02-12 22:52,Munich,-14.9,39.6,67.2,SW,fog,3.9
2026-03-08 19:52,Hamburg,-5.5,57.4,16.3,N,snow,36.8
2026-02-03 04:52,Dusseldorf,24.6,43.4,28.6,SW,clear,39.8
2024-05-01 06:52,Leipzig,-2.6,77.5,55.6,S,rain,38.8
2024-09-14 07:52,Dresden,-3.2,41.4,27.6,SW,fog,4.5
2025-03-11 08:52,Cologne,7.3,50.7,27.7,NE,storm,41.0
2025-10-13 13:52,Stuttgart,-13.9,88.4,,E,cloudy,43.0
2024-08-01 11:52,Cologne,30.2,93.4,27.2,SW,fog,41.8
2025-11-28 20:52,Hamburg,28.5,42.7,10.4,W,fog,41.9
2025-08-13 07:52,Stuttgart,,86.0,11.6,SE,snow,32.4
2024-05-15 04:52,Leipzig,18.1,30.5,33.3,N,snow,28.2
2024-12-07 04:52,Berlin,-6.7,59.8,17.4,NE,rain,25.9
2026-01-18 16:52,Dortmund,34.3,86.3,29.8,SW,snow,24.7
2025-08-17 01:52,Dusseldorf,17.2,72.4,51.1,N,rain,21.1
2025-10-30 11:52,Cologne,24.8,67.2,17.3,NE,rain,8.2
2024-11-24 18:52,Munich,4.5,98.2,38.6,S,cloudy,35.1
2025-03-27 03:52,Cologne,9.2,29.2,46.8,S,storm,46.4
2025-10-03 06:52,Dortmund,-5.3,87.5,9.8,NW,rain,15.6
2026-03-12 13:52,Frankfurt,8.8,47.3,6.7,NW,snow,39.8
2026-03-20 22:52,Hamburg,10.2,59.8,6.8,W,storm,31.9
2025-10-02 10:52,Frankfurt,-0.2,27.8,37.2,SE,cloudy,43.6
2025-05-09 19:52,Munich,1.8,98.4,,SW,fog,31.8
2024-11-16 18:52,Dortmund,0.2,22.1,8.3,S,storm,7.5
2026-03-05 10:52,Frankfurt,7.1,,19.4,N,fog,1.1
2025-10-09 12:52,Cologne,-13.7,81.1,78.9,W,storm,27.3
2024-10-24 22:52,Dusseldorf,-0.7,89.1,55.9,E,rain,10.3
2025-12-12 23:52,Hamburg,16.4,,55.2,NW,rain,1.7
2024-09-15 05:52,Dortmund,0.2,83.0,39.1,S,snow,31.3
2026-02-26 16:52,Berlin,8.4,45.7,54.3,W,fog,5.7
2025-03-01 07:52,Dresden,29.9,33.8,50.2,N,storm,1.1
2024-04-26 20:52,Stuttgart,22.5,29.2,38.1,S,fog,37.9
2025-09-20 06:52,Hamburg,,89.6,38.3,SE,cloudy,19.7
2025-03-04 06:52,Dortmund,-11.5,30.9,24.8,SW,rain,13.7
2025-07-27 21:52,Leipzig,-10.1,74.6,46.0,W,fog,3.8
2024-07-16 13:52,Stuttgart,-7.8,29.2,45.2,S,clear,38.7
2025-08-13 03:52,Leipzig,28.4,74.9,76.2,E,rain,49.4
2024-05-03 14:52,Dresden,,79.7,,N,cloudy,19.2
2026-04-03 20:52,Stuttgart,31.9,48.0,73.4,SW,snow,45.0
2025-02-02 20:52,Cologne,1.3,75.5,33.5,E,snow,1.3
2025-04-16 08:52,Frankfurt,,58.7,9.1,SE,cloudy,26.6
2025-01-18 12:52,Frankfurt,14.6,55.3,72.7,SE,clear,41.0
2026-02-22 03:52,Berlin,33.7,97.6,49.8,NW,snow,40.3
2024-12-05 14:52,Cologne,33.0,81.7,54.7,E,clear,25.4
2025-11-29 16:52,Berlin,-9.4,94.0,53.3,SW,storm,38.9
2026-02-12 12:52,Munich,29.4,53.9,31.4,E,storm,5.0
2024-05-11 19:52,Frankfurt,6.4,93.8,52.9,S,snow,14.2
2024-09-02 16:52,Frankfurt,33.9,77.5,69.1,SW,fog,36.0
2025-06-21 21:52,Hamburg,-8.6,28.9,35.9,NW,cloudy,45.1
2026-04-10 10:52,Berlin,26.8,23.6,,S,cloudy,39.4
2024-09-22 07:52,Dortmund,11.4,48.1,27.2,W,fog,14.3
2026-01-29 19:52,Hamburg,-13.6,39.5,20.8,E,snow,17.1
2024-12-26 03:52,Frankfurt,2.1,72.8,47.5,NE,clear,28.8
2025-03-05 22:52,Leipzig,-4.0,49.1,71.0,NW,clear,36.3
2024-05-30 06:52,Stuttgart,6.7,54.4,17.7,NW,cloudy,47.2
2025-03-11 08:52,Berlin,11.6,91.0,76.4,SE,clear,9.5
2026-03-02 02:52,Dresden,-2.2,,12.9,S,rain,46.3
2025-03-25 20:52,Munich,-13.2,43.5,,SW,clear,32.3
2024-09-28 15:52,Dortmund,22.0,83.1,29.5,E,snow,18.7
2024-10-05 07:52,Dortmund,0.6,45.1,61.4,SE,fog,17.3
2025-06-14 20:52,Hamburg,,88.0,63.6,SE,rain,14.8
2024-09-09 07:52,Berlin,29.3,56.3,47.9,SE,snow,30.0
2024-10-06 13:52,Hamburg,33.5,,31.0,SE,rain,21.7
2026-02-18 03:52,Dusseldorf,34.4,65.0,36.2,S,snow,3.7
2026-02-13 08:52,Leipzig,8.7,39.0,,E,storm,24.3
2026-02-07 11:52,Stuttgart,-8.9,21.1,34.5,NW,fog,9.5
2025-07-06 15:52,Munich,-5.1,94.6,67.1,NE,snow,24.2
2025-05-24 07:52,Stuttgart,,48.4,65.6,W,rain,31.5
2025-03-07 18:52,Munich,-8.8,47.6,52.8,E,fog,29.7
2024-09-04 20:52,Dresden,3.5,,10.8,E,rain,30.3
2025-09-13 17:52,Hamburg,-11.2,79.9,30.1,SW,cloudy,35.0
2026-04-05 05:52,Munich,34.8,87.7,46.5,N,clear,24.6
2024-04-15 03:52,Frankfurt,19.2,76.9,,NE,clear,6.5
2025-10-15 00:52,Dresden,-10.4,61.1,37.1,N,storm,35.0
2025-11-27 03:52,Frankfurt,16.5,25.6,63.9,S,storm,28.1
2025-02-17 17:52,Berlin,-8.5,84.3,49.8,SW,cloudy,40.3
2026-01-23 18:52,Dresden,,33.2,1.3,N,clear,18.5
2025-02-03 19:52,Dortmund,10.0,98.8,43.5,NE,cloudy,7.6
2025-10-24 01:52,Leipzig,34.5,48.5,77.4,SE,rain,4.3
2024-08-24 00:52,Hamburg,-8.8,36.4,49.2,SE,rain,40.9
2025-05-22 15:52,Hamburg,2.4,58.3,39.1,NW,cloudy,46.1
2025-12-08 10:52,Berlin,24.6,60.5,74.2,N,clear,48.7
2025-08-18 00:52,Dresden,,72.9,44.0,SE,storm,38.6
2026-03-23 05:52,Munich,7.0,84.7,26.3,SW,clear,15.4
2024-08-18 19:52,Hamburg,33.4,73.0,33.0,SE,fog,37.1
2025-11-02 20:52,Cologne,2.8,94.5,6.3,N,storm,2.1
2026-01-02 19:52,Berlin,20.7,,5.0,S,clear,35.0
2025-09-24 21:52,Cologne,19.9,74.3,65.6,S,rain,35.5
2024-04-16 05:52,Munich,11.0,91.7,50.1,NE,rain,43.1
2025-09-04 12:52,Leipzig,19.1,44.6,8.9,SW,clear,31.7
2025-10-15 05:52,Hamburg,24.7,64.5,,S,fog,45.2
2024-12-23 02:52,Dusseldorf,26.5,66.2,70.3,E,snow,40.1
2025-02-22 16:52,Cologne,18.7,23.3,16.8,NW,clear,47.9
2024-08-10 19:52,Leipzig,23.1,36.3,28.6,W,clear,23.1
2024-06-11 19:52,Berlin,-4.0,73.0,49.9,NW,snow,8.1
2025-07-25 01:52,Leipzig,-7.6,44.4,32.6,NW,cloudy,46.2
2025-01-08 12:52,Leipzig,-1.4,25.7,74.9,W,storm,29.1
2024-12-27 01:52,Leipzig,-12.1,93.8,0.9,S,clear,19.8
2025-08-04 04:52,Hamburg,22.9,42.2,7.8,NE,fog,5.2
2025-08-25 09:52,Dresden,-0.7,99.7,55.9,W,storm,41.3
2024-11-22 18:52,Dortmund,-8.7,84.7,51.7,W,storm,45.1
2025-12-23 13:52,Dresden,-0.1,95.2,17.5,SE,fog,17.1
2025-01-28 09:52,Stuttgart,12.7,,62.1,SW,storm,45.2
2026-01-19 01:52,Dresden,-9.1,40.0,0.8,N,cloudy,18.2
2024-07-05 03:52,Cologne,-0.3,100.0,75.2,NE,clear,23.7
2025-09-27 21:52,Dusseldorf,-8.4,87.8,17.3,S,fog,27.2
2026-01-20 02:52,Hamburg,12.8,56.2,13.3,W,clear,28.4
2024-05-21 18:52,Hamburg,3.5,29.8,3.8,N,snow,36.4
2025-06-25 18:52,Hamburg,29.2,,43.8,NW,storm,12.7
2025-01-21 18:52,Hamburg,-4.2,37.0,55.2,SW,cloudy,2.3
2026-01-26 18:52,Leipzig,25.2,38.8,71.0,NE,cloudy,33.8
2024-04-25 06:52,Dortmund,25.5,31.0,70.4,SE,fog,45.8
2024-07-28 11:52,Cologne,-3.8,58.1,34.5,N,rain,17.5
2026-01-20 19:52,Dresden,34.4,36.4,61.5,W,cloudy,8.8
2025-07-16 16:52,Berlin,-8.3,24.7,30.2,S,cloudy,21.3
2025-07-25 09:52,Dresden,-4.5,,1.4,E,fog,47.8
2025-03-28 11:52,Berlin,2.2,40.7,12.4,S,rain,6.2
2024-12-16 09:52,Leipzig,9.1,80.9,52.1,NE,rain,8.7
2025-09-08 15:52,Stuttgart,1.8,45.7,57.5,NE,storm,43.3
2025-09-15 17:52,Dusseldorf,27.3,59.7,35.4,NE,cloudy,36.1
2025-06-07 14:52,Dortmund,20.9,90.2,50.4,SW,fog,26.7
2025-01-12 20:52,Dresden,,49.8,65.8,NW,fog,8.0
2024-06-16 19:52,Dortmund,25.1,47.2,27.8,NE,snow,5.8
2025-07-02 09:52,Dresden,-3.6,49.0,50.9,S,rain,2.6
2026-03-29 21:52,Cologne,31.4,66.1,2.1,SW,rain,28.7
2026-02-15 12:52,Berlin,2.4,97.3,19.0,E,cloudy,43.6
2024-10-20 07:52,Leipzig,14.1,75.0,72.5,SE,cloudy,37.6
2025-11-26 07:52,Munich,-11.3,23.4,7.3,SE,clear,39.4
2024-09-24 17:52,Frankfurt,-11.5,92.6,1.2,SE,rain,25.5
2025-03-09 12:52,Dusseldorf,6.8,40.2,62.8,W,cloudy,31.3
2025-12-09 00:52,Dusseldorf,30.8,88.6,61.1,E,storm,9.6
2025-09-30 19:52,Dresden,-1.8,,57.0,E,rain,33.2
2024-05-09 21:52,Cologne,14.0,84.0,22.1,NE,snow,8.4
2025-07-11 11:52,Stuttgart,-6.5,82.3,33.3,S,snow,23.2
2025-03-26 16:52,Leipzig,26.0,41.7,27.7,W,clear,40.2
2024-11-17 13:52,Dresden,-6.3,96.0,46.8,SE,rain,4.9
2024-05-06 19:52,Dusseldorf,-12.4,92.3,23.9,E,clear,38.2
2025-01-28 05:52,Berlin,11.0,90.3,55.4,N,clear,39.9
2025-07-29 06:52,Hamburg,-10.5,38.8,71.1,N,cloudy,17.3
2026-01-03 03:52,Stuttgart,-3.9,21.1,59.8,NW,rain,14.7
2025-11-27 02:52,Stuttgart,7.7,49.1,25.6,NW,snow,8.0
2025-06-17 13:52,Munich,4.0,75.7,10.2,SW,storm,30.4
2025-06-21 23:52,Dortmund,27.6,81.4,50.1,E,cloudy,35.9
2025-03-24 16:52,Munich,-2.9,47.3,,SW,storm,32.6
2025-08-12 03:52,Berlin,,31.7,,NW,rain,35.5
2024-12-26 18:52,Munich,1.6,89.5,16.4,SW,cloudy,22.3
2024-08-11 03:52,Dortmund,-6.5,61.7,22.4,S,rain,14.2
2026-02-28 03:52,Leipzig,,38.8,,N,cloudy,35.9
2024-10-31 11:52,Hamburg,-8.5,79.3,,NE,cloudy,20.1
2025-01-29 23:52,Dortmund,-8.1,41.6,2.5,E,cloudy,4.3
2025-12-15 21:52,Frankfurt,-11.5,80.6,,E,snow,33.4
2025-12-21 04:52,Dusseldorf,26.8,56.1,22.5,SE,cloudy,20.9
2025-07-07 14:52,Munich,,60.5,33.6,SE,rain,36.3
2025-12-29 00:52,Dresden,0.8,86.6,45.0,SW,snow,31.9
2024-10-02 01:52,Munich,-5.5,55.4,29.4,SE,cloudy,30.6
2024-10-15 21:52,Dresden,7.7,47.2,17.8,NE,cloudy,33.8
2024-12-07 13:52,Dusseldorf,-4.5,41.6,13.3,S,snow,19.3
2025-04-29 03:52,Dresden,,50.3,51.6,NE,storm,3.8
2024-07-03 14:52,Stuttgart,-9.3,98.6,64.1,NW,clear,32.3
2024-05-17 02:52,Dresden,12.0,90.3,,SW,cloudy,1.3
2026-02-21 10:52,Hamburg,5.6,39.3,12.4,SW,storm,16.4
2025-12-30 08:52,Frankfurt,16.2,33.9,23.9,NE,rain,21.4
2025-06-18 03:52,Stuttgart,-11.7,51.0,5.8,NW,cloudy,1.9
2024-06-13 20:52,Dresden,14.5,94.9,50.7,E,rain,36.2
2024-11-03 12:52,Dresden,9.0,56.1,15.3,S,snow,31.7
2024-12-11 11:52,Dusseldorf,22.8,67.6,76.5,S,fog,49.3
2024-09-27 15:52,Dresden,31.5,56.9,66.3,N,rain,48.1
2025-09-26 20:52,Stuttgart,26.4,99.5,43.8,W,rain,24.8
2025-06-08 11:52,Dresden,,97.1,17.8,N,cloudy,40.4
2025-01-13 01:52,Dortmund,20.4,80.0,18.1,SE,rain,36.1
2025-04-01 20:52,Dresden,-6.7,36.9,51.5,SE,rain,18.2
2024-09-22 02:52,Dusseldorf,23.6,32.0,23.0,E,clear,33.3
2026-01-28 01:52,Dusseldorf,-12.3,35.5,13.2,W,snow,18.4
2025-03-05 09:52,Dresden,0.4,58.2,68.2,NW,rain,2.3
2025-01-05 16:52,Dusseldorf,-8.1,36.1,31.0,NE,rain,36.7
2024-10-22 00:52,Hamburg,21.0,94.9,67.6,NE,clear,33.7
2024-11-17 07:52,Leipzig,32.7,,17.3,NW,cloudy,6.5
2025-10-28 12:52,Dresden,-0.2,62.1,45.1,N,clear,28.2
2025-06-11 08:52,Munich,16.0,91.7,74.9,W,snow,17.6
2025-06-17 10:52,Berlin,9.8,96.0,26.8,N,fog,18.5
2025-02-17 06:52,Frankfurt,29.5,30.6,13.4,SW,fog,29.0
2025-08-01 08:52,Dortmund,-3.7,85.1,36.6,E,clear,17.9
2025-11-30 05:52,Dresden,-0.6,32.0,50.5,S,rain,11.5
2024-08-02 14:52,Dresden,-13.0,26.6,46.5,NW,cloudy,11.4
2025-05-21 19:52,Cologne,2.8,99.8,25.2,NE,cloudy,29.8
2024-10-14 09:52,Cologne,-3.8,28.6,64.6,S,cloudy,47.9
2026-02-26 09:52,Dusseldorf,29.3,59.3,39.0,S,fog,36.5
2026-01-08 11:52,Frankfurt,-10.5,36.5,66.9,SW,clear,31.7
2025-08-20 17:52,Cologne,4.0,68.5,19.7,SE,storm,0.9
2024-09-21 06:52,Munich,-11.8,26.9,34.7,N,rain,14.5
2024-11-03 04:52,Hamburg,,66.2,0.7,W,cloudy,25.1
2025-01-05 02:52,Dresden,23.7,56.3,,SW,storm,41.5
2024-07-10 06:52,Dusseldorf,1.3,60.8,30.6,N,rain,33.6
2025-02-08 18:52,Dusseldorf,-7.1,32.2,52.3,NW,clear,29.1
2025-04-20 19:52,Leipzig,,51.7,16.9,E,rain,10.7
2025-11-04 18:52,Stuttgart,4.3,37.1,24.7,S,clear,17.1
2025-03-10 23:52,Stuttgart,,29.2,33.3,W,cloudy,29.1
2025-02-11 03:52,Munich,7.7,48.1,24.8,N,storm,49.3
2026-04-12 02:52,Frankfurt,19.6,86.9,47.2,W,fog,10.0
2025-11-06 17:52,Cologne,31.4,50.5,7.5,S,storm,10.8
2025-11-30 15:52,Stuttgart,-3.8,97.7,32.2,E,fog,26.4
2025-08-04 01:52,Cologne,28.1,75.9,,E,snow,1.9
2025-04-27 12:52,Stuttgart,-0.7,54.5,21.4,E,clear,44.1
2024-08-01 02:52,Berlin,-11.4,30.0,76.8,NE,fog,9.4
2026-01-16 12:52,Dresden,26.6,40.2,12.6,SE,clear,1.0
2025-12-28 10:52,Cologne,0.8,,,SE,clear,14.2
2025-04-04 08:52,Dresden,12.4,35.8,37.5,N,cloudy,35.5
2025-02-06 20:52,Stuttgart,6.8,90.3,58.5,S,clear,23.5
2025-05-24 21:52,Dusseldorf,1.2,69.0,49.6,N,fog,27.1
2025-07-01 14:52,Frankfurt,32.8,65.3,19.1,S,fog,38.3
2025-02-14 15:52,Dusseldorf,25.1,30.2,40.3,SE,clear,9.6
2025-03-20 04:52,Dortmund,26.7,25.9,56.2,SE,storm,41.4
2025-10-21 05:52,Dusseldorf,0.2,93.3,24.8,NE,rain,25.5
2025-08-28 02:52,Dusseldorf,-9.8,61.6,11.0,NW,storm,34.3
2024-12-01 00:52,Stuttgart,27.8,36.0,47.1,S,cloudy,46.3
2024-07-04 16:52,Stuttgart,,98.6,39.4,S,rain,40.5
2025-05-16 19:52,Hamburg,-13.9,56.1,,W,cloudy,35.2
2026-01-30 12:52,Dusseldorf,,96.9,30.7,NE,snow,34.5
2024-05-06 20:52,Leipzig,11.2,75.4,37.6,N,clear,20.0
2024-11-23 12:52,Frankfurt,-5.0,27.3,3.2,W,clear,14.1
2025-06-11 13:52,Hamburg,34.1,57.9,78.2,NW,fog,45.5
2025-01-30 11:52,Cologne,27.8,80.8,24.5,N,cloudy,32.5
2024-12-24 21:52,Leipzig,19.6,46.1,4.1,W,cloudy,33.3
2026-01-29 06:52,Munich,-6.2,40.3,20.8,SE,clear,22.5
2025-03-14 06:52,Cologne,14.3,80.0,63.8,NE,clear,20.8
2024-05-24 02:52,Dusseldorf,,46.5,,W,snow,16.9
2025-01-16 09:52,Dortmund,,88.8,,S,fog,1.5
2026-01-12 12:52,Hamburg,32.9,72.7,57.5,NE,fog,48.1
2024-06-16 01:52,Leipzig,11.2,98.7,70.5,W,fog,46.6
2026-03-14 17:52,Leipzig,-4.0,87.5,,NE,rain,46.7
2025-06-30 14:52,Hamburg,-1.2,26.5,4.0,NE,snow,41.9
2026-01-05 08:52,Leipzig,-12.5,99.1,46.9,NE,cloudy,45.0
2025-04-27 04:52,Berlin,-11.7,31.2,37.7,NE,snow,12.0
2025-08-17 20:52,Stuttgart,16.7,66.2,43.7,E,snow,14.7
2025-03-28 10:52,Leipzig,19.0,32.2,15.9,W,rain,44.2
2025-06-23 18:52,Dresden,34.3,62.4,67.1,N,clear,24.2
2025-10-24 01:52,Munich,,94.8,13.6,SW,storm,0.5
2026-04-09 16:52,Dortmund,1.9,84.8,28.6,NW,snow,47.6
2025-05-24 19:52,Stuttgart,11.9,41.8,22.7,SE,fog,38.7
2025-07-04 01:52,Cologne,29.5,,61.0,NW,fog,10.2
2025-11-19 13:52,Leipzig,1.8,32.3,,E,clear,30.6
2025-10-06 19:52,Stuttgart,-7.3,61.2,36.1,NW,fog,47.8
2025-07-07 22:52,Cologne,29.8,66.7,42.8,S,clear,40.1
2025-03-19 07:52,Dusseldorf,11.2,51.7,50.6,E,fog,13.1
2026-02-18 05:52,Frankfurt,1.6,43.1,14.6,S,storm,19.5
2024-04-28 10:52,Leipzig,32.2,28.5,9.7,S,storm,22.5
2025-11-12 00:52,Stuttgart,-14.3,27.2,67.0,E,clear,16.4
2025-03-19 11:52,Dortmund,13.7,98.4,30.0,SW,fog,48.5
2025-08-22 02:52,Leipzig,-3.3,42.7,68.7,S,fog,1.9
2025-09-20 03:52,Stuttgart,,94.8,63.8,SW,fog,32.7
2024-12-09 07:52,Munich,13.7,58.2,58.6,NE,clear,49.5
2024-09-07 04:52,Frankfurt,-10.0,86.4,19.4,NE,cloudy,7.4
2025-12-07 02:52,Stuttgart,1.9,31.7,54.1,NW,fog,29.9
2024-07-28 19:52,Dortmund,34.4,61.2,54.2,N,snow,34.4
2025-06-07 18:52,Stuttgart,-1.3,57.0,72.6,W,clear,20.7
2026-03-09 04:52,Leipzig,-14.5,87.5,0.2,SE,storm,38.5
2024-06-24 14:52,Hamburg,24.8,31.1,74.3,NE,fog,32.3
2024-04-20 22:52,Dusseldorf,21.4,71.8,1.7,W,fog,18.7
2025-07-19 03:52,Frankfurt,30.5,54.0,1.9,N,storm,41.2
2024-08-31 11:52,Munich,14.8,20.3,40.4,S,cloudy,38.3
2024-04-18 02:52,Dusseldorf,31.3,44.9,49.4,E,clear,41.1
2024-11-07 18:52,Berlin,0.1,49.0,28.5,W,snow,41.3
2025-05-02 17:52,Cologne,4.6,60.4,49.8,S,storm,43.3
2024-10-02 11:52,Cologne,25.9,50.3,37.1,NE,fog,15.9
2026-03-08 10:52,Dusseldorf,3.0,64.6,70.7,NW,fog,29.9
2025-02-04 01:52,Munich,14.6,75.4,27.2,W,snow,47.4
2025-06-30 01:52,Berlin,18.9,73.3,74.3,NW,rain,18.9
2025-12-22 22:52,Dortmund,21.5,,74.4,S,cloudy,47.8
2024-06-26 10:52,Frankfurt,,93.1,3.7,N,fog,1.2
2025-09-10 03:52,Leipzig,-1.2,61.9,4.3,E,clear,7.7
2025-02-14 03:52,Dortmund,5.7,73.0,36.3,S,snow,35.2
2024-04-25 06:52,Munich,2.9,58.3,27.7,SW,snow,27.7
2025-09-17 02:52,Dusseldorf,19.9,52.5,8.3,N,snow,8.8
2024-08-13 06:52,Cologne,22.6,31.9,54.2,SW,rain,29.9
2024-07-06 12:52,Cologne,-12.3,40.6,12.2,W,storm,21.0
2025-01-17 18:52,Frankfurt,-0.9,49.0,23.9,S,cloudy,48.1
2026-03-26 06:52,Hamburg,3.3,65.2,3.6,NE,clear,43.3
2024-12-14 01:52,Frankfurt,15.3,80.2,52.8,N,cloudy,26.1
2025-04-18 16:52,Munich,-8.3,,36.9,S,storm,13.0
2025-05-25 10:52,Dusseldorf,-4.8,,60.1,NE,cloudy,24.7
2025-04-06 20:52,Dortmund,,48.8,36.8,NW,fog,5.9
2024-09-10 01:52,Dresden,-7.8,62.4,4.5,NE,clear,9.0
2025-08-20 10:52,Cologne,,60.1,15.0,SE,cloudy,39.6
2025-12-18 23:52,Dresden,-0.1,96.8,,W,clear,24.7
2025-07-23 13:52,Berlin,12.1,26.8,8.1,NW,rain,0.6
2026-01-17 14:52,Leipzig,29.9,87.5,2.4,NW,fog,3.5
2025-07-16 10:52,Frankfurt,-4.3,43.6,24.4,SW,cloudy,27.1
2026-03-11 07:52,Dortmund,24.0,96.3,,SE,fog,27.9
2024-08-18 15:52,Dortmund,27.9,48.4,70.3,N,clear,0.5
2024-05-25 19:52,Leipzig,13.8,29.4,17.2,SW,fog,47.2
2024-12-22 10:52,Hamburg,30.8,52.4,15.4,SW,storm,29.6
2026-04-09 07:52,Cologne,,28.7,57.0,NE,snow,15.5
2024-11-18 09:52,Cologne,-1.5,,31.5,E,snow,39.2
2024-11-08 02:52,Dortmund,-14.1,49.1,78.0,W,rain,31.6
2024-06-04 01:52,Frankfurt,16.3,83.7,59.1,SE,fog,1.0
